Time,LS Win %,Last Game,Capacity,Home,Visitor,Playoffs?,Last Five,Day of Week,Month,Attendance
1999-03-02 00:00:00,0.7032967032967034,14700.0,16795.0,Indiana Pacers,Denver Nuggets,0,4.0,Tuesday,March,14530.0
1999-03-02 00:00:00,0.7362637362637363,22814.0,23079.0,Chicago Bulls,Detroit Pistons,0,5.0,Tuesday,March,22432.0
1999-03-02 00:00:00,0.7536231884057971,15009.0,18121.0,Dallas Mavericks,Los Angeles Clippers,0,0.0,Tuesday,March,13492.0
1999-03-02 00:00:00,0.75,16285.0,16285.0,Houston Rockets,San Antonio Spurs,0,2.0,Tuesday,March,16285.0
1999-03-03 00:00:00,0.7647058823529411,17505.0,17505.0,Los Angeles Lakers,Phoenix Suns,0,2.0,Wednesday,March,17505.0
1999-03-03 00:00:00,0.4931506849315068,15359.0,17248.0,Orlando Magic,Charlotte Hornets,0,3.0,Wednesday,March,15421.0
1999-03-03 00:00:00,0.5277777777777778,17586.0,18717.0,Milwaukee Bucks,Golden State Warriors,0,2.0,Wednesday,March,12136.0
1999-03-03 00:00:00,0.375,14437.0,20930.0,Philadelphia 76ers,Chicago Bulls,0,5.0,Wednesday,March,11510.0
1999-03-03 00:00:00,0.7681159420289855,17317.0,17317.0,Sacramento Kings,Portland Trail Blazers,0,1.0,Wednesday,March,15160.0
1999-03-03 00:00:00,0.5441176470588235,13814.0,20674.0,Washington Wizards,Indiana Pacers,0,0.0,Wednesday,March,12912.0
1999-03-04 00:00:00,0.7215189873417721,12906.0,20562.0,Cleveland Cavaliers,Detroit Pistons,0,5.0,Thursday,March,13248.0
1999-03-04 00:00:00,0.7536231884057971,13492.0,18121.0,Dallas Mavericks,San Antonio Spurs,0,3.0,Thursday,March,14719.0
1999-03-04 00:00:00,0.75,16285.0,16285.0,Houston Rockets,Los Angeles Clippers,0,0.0,Thursday,March,16285.0
1999-03-04 00:00:00,0.5128205128205128,15200.0,15200.0,Miami Heat,Denver Nuggets,0,4.0,Thursday,March,14834.0
1999-03-05 00:00:00,0.5441176470588235,12912.0,20674.0,Washington Wizards,Charlotte Hornets,0,1.0,Friday,March,15703.0
1999-03-05 00:00:00,0.7362637362637363,19911.0,19911.0,Utah Jazz,Dallas Mavericks,0,3.0,Friday,March,19539.0
1999-03-05 00:00:00,0.19718309859154928,14173.0,19800.0,Toronto Raptors,Orlando Magic,0,1.0,Friday,March,15601.0
1999-03-05 00:00:00,0.7032967032967034,14530.0,16795.0,Indiana Pacers,Golden State Warriors,0,3.0,Friday,March,16184.0
1999-03-05 00:00:00,0.375,11510.0,20930.0,Philadelphia 76ers,Miami Heat,0,4.0,Friday,March,19949.0
1999-03-05 00:00:00,0.5277777777777778,12136.0,18717.0,Milwaukee Bucks,New York Knicks,0,1.0,Friday,March,16843.0
1999-03-05 00:00:00,0.5441176470588235,18624.0,18624.0,Boston Celtics,Denver Nuggets,0,1.0,Friday,March,18624.0
1999-03-05 00:00:00,0.5789473684210527,19980.0,20735.0,Portland Trail Blazers,Minnesota Timberwolves,0,5.0,Friday,March,19264.0
1999-03-06 00:00:00,0.6842105263157895,19023.0,19023.0,Phoenix Suns,Sacramento Kings,0,2.0,Saturday,March,19023.0
1999-03-06 00:00:00,0.7530864197530864,18165.0,39554.0,San Antonio Spurs,Los Angeles Clippers,0,3.0,Saturday,March,18394.0
1999-03-06 00:00:00,0.4931506849315068,15421.0,17248.0,Orlando Magic,Detroit Pistons,0,4.0,Saturday,March,17248.0
1999-03-06 00:00:00,0.7215189873417721,13248.0,20562.0,Cleveland Cavaliers,Golden State Warriors,0,1.0,Saturday,March,12894.0
1999-03-07 00:00:00,0.7362637362637363,19539.0,19911.0,Utah Jazz,Los Angeles Lakers,0,3.0,Sunday,March,19911.0
1999-03-07 00:00:00,0.19718309859154928,15601.0,19800.0,Toronto Raptors,Boston Celtics,0,2.0,Sunday,March,16635.0
1999-03-07 00:00:00,0.7681159420289855,15160.0,17317.0,Sacramento Kings,Dallas Mavericks,0,3.0,Sunday,March,14715.0
1999-03-07 00:00:00,0.6805555555555556,10926.0,17171.0,Denver Nuggets,San Antonio Spurs,0,4.0,Sunday,March,12037.0
1999-03-07 00:00:00,0.375,19949.0,20930.0,Philadelphia 76ers,Washington Wizards,0,2.0,Sunday,March,16797.0
1999-03-07 00:00:00,0.7032967032967034,16184.0,16795.0,Indiana Pacers,Miami Heat,0,4.0,Sunday,March,16703.0
1999-03-07 00:00:00,0.5789473684210527,19264.0,20735.0,Portland Trail Blazers,Houston Rockets,0,5.0,Sunday,March,20062.0
1999-03-08 00:00:00,0.4931506849315068,17248.0,17248.0,Orlando Magic,Atlanta Hawks,0,4.0,Monday,March,15637.0
1999-03-08 00:00:00,0.5277777777777778,16843.0,18717.0,Milwaukee Bucks,Chicago Bulls,0,3.0,Monday,March,12085.0
1999-03-08 00:00:00,0.4722222222222222,20896.0,22076.0,Detroit Pistons,Washington Wizards,0,2.0,Monday,March,15022.0
1999-03-08 00:00:00,0.5128205128205128,14834.0,15200.0,Miami Heat,Philadelphia 76ers,0,2.0,Monday,March,15200.0
1999-03-09 00:00:00,0.7362637362637363,19911.0,19911.0,Utah Jazz,Cleveland Cavaliers,0,3.0,Tuesday,March,18753.0
1999-03-09 00:00:00,0.5789473684210527,20062.0,20735.0,Portland Trail Blazers,Sacramento Kings,0,2.0,Tuesday,March,18147.0
1999-03-09 00:00:00,0.4939759036144578,19763.0,19763.0,New York Knicks,Milwaukee Bucks,0,1.0,Tuesday,March,19763.0
