Time,Curr Win %,Last Attendance vs Opp,Home,Visitor,Playoffs?,Last Five,Day of Week,Month,Attendance
2000-03-05 00:00:00,0.4528301886792453,18624.0,Boston Celtics,Orlando Magic,0.0,1.0,Sunday,March,18624.0
2000-03-05 00:00:00,0.4705882352941176,10027.0,Denver Nuggets,Cleveland Cavaliers,0.0,2.0,Sunday,March,17447.0
2000-03-06 00:00:00,0.5555555555555556,12884.0,Portland Trail Blazers,Toronto Raptors,0.0,5.0,Monday,March,20516.0
2000-03-06 00:00:00,0.2830188679245283,20674.0,Washington Wizards,Orlando Magic,0.0,2.0,Monday,March,11325.0
2000-03-06 00:00:00,0.8113207547169812,12230.0,Los Angeles Clippers,Los Angeles Lakers,0.0,5.0,Monday,March,20385.0
2000-03-06 00:00:00,0.6274509803921569,19023.0,Phoenix Suns,Miami Heat,0.0,4.0,Monday,March,19023.0
2000-03-07 00:00:00,0.2075471698113208,18678.0,Chicago Bulls,Atlanta Hawks,0.0,1.0,Tuesday,March,21904.0
2000-03-07 00:00:00,0.6666666666666666,17923.0,Indiana Pacers,Denver Nuggets,0.0,3.0,Tuesday,March,18345.0
2000-03-07 00:00:00,0.6730769230769231,19911.0,Utah Jazz,Cleveland Cavaliers,0.0,4.0,Tuesday,March,19224.0
2000-03-07 00:00:00,0.2962962962962963,12981.0,Minnesota Timberwolves,Washington Wizards,0.0,3.0,Tuesday,March,14227.0
2000-03-08 00:00:00,0.4821428571428572,18624.0,Boston Celtics,Milwaukee Bucks,0.0,2.0,Wednesday,March,15860.0
2000-03-08 00:00:00,0.5636363636363636,15989.0,Los Angeles Clippers,Toronto Raptors,0.0,5.0,Wednesday,March,18176.0
2000-03-08 00:00:00,0.3090909090909091,20674.0,Washington Wizards,New York Knicks,0.0,3.0,Wednesday,March,15354.0
2000-03-09 00:00:00,0.6792452830188679,19911.0,Utah Jazz,Houston Rockets,0.0,5.0,Thursday,March,19897.0
2000-03-09 00:00:00,0.6296296296296297,13542.0,Atlanta Hawks,San Antonio Spurs,0.0,2.0,Thursday,March,12674.0
2000-03-09 00:00:00,0.7454545454545455,17923.0,Indiana Pacers,Portland Trail Blazers,0.0,2.0,Thursday,March,18345.0
2000-03-10 00:00:00,0.3035714285714285,20173.0,Washington Wizards,San Antonio Spurs,0.0,3.0,Friday,March,16409.0
2000-03-10 00:00:00,0.6851851851851852,19023.0,Phoenix Suns,Utah Jazz,0.0,5.0,Friday,March,19023.0
2000-03-10 00:00:00,0.5192307692307693,20547.0,Philadelphia 76ers,New York Knicks,0.0,3.0,Friday,March,20885.0
2000-03-10 00:00:00,0.18867924528301888,9733.0,Los Angeles Clippers,Charlotte Hornets,0.0,0.0,Friday,March,15362.0
2000-03-10 00:00:00,0.6785714285714286,20562.0,Cleveland Cavaliers,Indiana Pacers,0.0,4.0,Friday,March,20562.0
2000-03-10 00:00:00,0.2,18624.0,Boston Celtics,Chicago Bulls,0.0,1.0,Friday,March,17123.0
2000-03-10 00:00:00,0.6481481481481481,15200.0,Miami Heat,Denver Nuggets,0.0,2.0,Friday,March,19016.0
2000-03-12 00:00:00,0.2982456140350877,20173.0,Washington Wizards,Portland Trail Blazers,0.0,2.0,Sunday,March,20674.0
2000-03-12 00:00:00,0.5576923076923077,18997.0,Los Angeles Lakers,Sacramento Kings,0.0,4.0,Sunday,March,18997.0
2000-03-12 00:00:00,0.5094339622641509,18624.0,Boston Celtics,Philadelphia 76ers,0.0,3.0,Sunday,March,18624.0
2000-03-12 00:00:00,0.6545454545454545,17032.0,Indiana Pacers,Miami Heat,0.0,2.0,Sunday,March,18345.0
2000-03-13 00:00:00,0.6909090909090909,18676.0,Chicago Bulls,Utah Jazz,0.0,5.0,Monday,March,22207.0
2000-03-13 00:00:00,0.8214285714285714,11491.0,Denver Nuggets,Los Angeles Lakers,0.0,5.0,Monday,March,19099.0
2000-03-14 00:00:00,0.5614035087719298,19800.0,Toronto Raptors,Golden State Warriors,0.0,4.0,Tuesday,March,19800.0
2000-03-14 00:00:00,0.5471698113207547,12884.0,Portland Trail Blazers,Sacramento Kings,0.0,3.0,Tuesday,March,20499.0
2000-03-14 00:00:00,0.6181818181818182,19023.0,Phoenix Suns,Minnesota Timberwolves,0.0,3.0,Tuesday,March,19023.0
2000-03-14 00:00:00,0.2181818181818181,10584.0,Los Angeles Clippers,Denver Nuggets,0.0,2.0,Tuesday,March,10706.0
2000-03-14 00:00:00,0.5185185185185185,20562.0,Cleveland Cavaliers,Philadelphia 76ers,0.0,3.0,Tuesday,March,14197.0
2000-03-14 00:00:00,0.4827586206896552,15200.0,Miami Heat,Milwaukee Bucks,0.0,2.0,Tuesday,March,15836.0
2000-03-15 00:00:00,0.25,18624.0,Boston Celtics,Golden State Warriors,0.0,0.0,Wednesday,March,16109.0
2000-03-15 00:00:00,0.6610169491525424,14836.0,Atlanta Hawks,Indiana Pacers,0.0,3.0,Wednesday,March,14454.0
2000-03-16 00:00:00,0.6964285714285714,19432.0,Cleveland Cavaliers,Utah Jazz,0.0,5.0,Thursday,March,14086.0
2000-03-16 00:00:00,0.509090909090909,15200.0,Miami Heat,Philadelphia 76ers,0.0,2.0,Thursday,March,19600.0
2000-03-16 00:00:00,0.7457627118644068,12884.0,Portland Trail Blazers,Minnesota Timberwolves,0.0,3.0,Thursday,March,20060.0
2000-03-16 00:00:00,0.3050847457627119,15407.0,Washington Wizards,Los Angeles Lakers,0.0,2.0,Thursday,March,20674.0
2000-03-17 00:00:00,0.21052631578947367,17022.0,Denver Nuggets,Los Angeles Clippers,0.0,2.0,Friday,March,16336.0
2000-03-17 00:00:00,0.42105263157894735,13931.0,Atlanta Hawks,Boston Celtics,0.0,4.0,Friday,March,11621.0
2000-03-17 00:00:00,0.2631578947368421,18676.0,Chicago Bulls,Golden State Warriors,0.0,1.0,Friday,March,21898.0
2000-03-17 00:00:00,0.5689655172413793,18846.0,Toronto Raptors,Orlando Magic,0.0,4.0,Friday,March,19985.0
2000-03-17 00:00:00,0.6666666666666666,17923.0,Indiana Pacers,Houston Rockets,0.0,3.0,Friday,March,18345.0
2000-03-17 00:00:00,0.6842105263157895,20302.0,Philadelphia 76ers,Utah Jazz,0.0,4.0,Friday,March,20705.0
2000-03-18 00:00:00,0.31666666666666665,13109.0,Washington Wizards,Chicago Bulls,0.0,2.0,Saturday,March,20674.0
2000-03-18 00:00:00,0.5636363636363636,6977.0,Los Angeles Clippers,Sacramento Kings,0.0,3.0,Saturday,March,18964.0
2000-03-18 00:00:00,0.6724137931034483,19432.0,Cleveland Cavaliers,Miami Heat,0.0,5.0,Saturday,March,20562.0
2000-03-18 00:00:00,0.6721311475409836,17923.0,Indiana Pacers,Charlotte Hornets,0.0,3.0,Saturday,March,18345.0
2000-03-19 00:00:00,0.576271186440678,16888.0,Toronto Raptors,Houston Rockets,0.0,4.0,Sunday,March,19876.0
2000-03-19 00:00:00,0.5263157894736842,0.0,Philadelphia 76ers,Orlando Magic,0.0,3.0,Sunday,March,20214.0
2000-03-19 00:00:00,0.4576271186440678,18233.0,Atlanta Hawks,Dallas Mavericks,0.0,4.0,Sunday,March,10377.0
2000-03-19 00:00:00,0.5892857142857143,10111.0,Minnesota Timberwolves,Milwaukee Bucks,0.0,4.0,Sunday,March,15551.0
2000-03-20 00:00:00,0.3278688524590164,16021.0,Los Angeles Clippers,Washington Wizards,0.0,3.0,Monday,March,11443.0
2000-03-20 00:00:00,0.3442622950819672,0.0,Cleveland Cavaliers,Houston Rockets,0.0,0.0,Monday,March,13241.0
2000-03-20 00:00:00,0.6610169491525424,19344.0,Miami Heat,Los Angeles Lakers,0.0,4.0,Monday,March,20075.0
2000-03-20 00:00:00,0.4754098360655738,22114.0,Chicago Bulls,Orlando Magic,0.0,2.0,Monday,March,21813.0
2000-03-20 00:00:00,0.631578947368421,19023.0,Phoenix Suns,Boston Celtics,0.0,3.0,Monday,March,19023.0
2000-03-21 00:00:00,0.5901639344262295,17923.0,Indiana Pacers,New York Knicks,0.0,3.0,Tuesday,March,18345.0
2000-03-21 00:00:00,0.65,17018.0,Atlanta Hawks,Miami Heat,0.0,3.0,Tuesday,March,10175.0
2000-03-21 00:00:00,0.6896551724137931,19911.0,Utah Jazz,Denver Nuggets,0.0,4.0,Tuesday,March,19628.0
2000-03-21 00:00:00,0.5964912280701754,14637.0,Minnesota Timberwolves,Cleveland Cavaliers,0.0,4.0,Tuesday,March,13404.0
2000-03-22 00:00:00,0.5614035087719298,19023.0,Phoenix Suns,Sacramento Kings,0.0,3.0,Wednesday,March,19023.0
2000-03-22 00:00:00,0.7333333333333333,12888.0,Portland Trail Blazers,Detroit Pistons,0.0,3.0,Wednesday,March,20452.0
2000-03-22 00:00:00,0.5666666666666667,15383.0,Philadelphia 76ers,Toronto Raptors,0.0,3.0,Wednesday,March,20753.0
2000-03-22 00:00:00,0.603448275862069,18624.0,Boston Celtics,Minnesota Timberwolves,0.0,4.0,Wednesday,March,16606.0
2000-03-22 00:00:00,0.819672131147541,18997.0,Los Angeles Lakers,Golden State Warriors,0.0,4.0,Wednesday,March,18843.0
2000-03-23 00:00:00,0.3333333333333333,15529.0,Denver Nuggets,Washington Wizards,0.0,4.0,Thursday,March,13773.0
2000-03-23 00:00:00,0.4918032786885246,17923.0,Indiana Pacers,Milwaukee Bucks,0.0,3.0,Thursday,March,18345.0
2000-03-24 00:00:00,0.4032258064516129,23384.0,Chicago Bulls,Denver Nuggets,0.0,1.0,Friday,March,21808.0
2000-03-24 00:00:00,0.6271186440677966,18997.0,Los Angeles Lakers,Phoenix Suns,0.0,4.0,Friday,March,18997.0
2000-03-24 00:00:00,0.55,10795.0,Philadelphia 76ers,Boston Celtics,0.0,5.0,Friday,March,20660.0
2000-03-24 00:00:00,0.5573770491803278,17493.0,Toronto Raptors,Charlotte Hornets,0.0,3.0,Friday,March,19800.0
2000-03-25 00:00:00,0.532258064516129,13418.0,Atlanta Hawks,Charlotte Hornets,0.0,2.0,Saturday,March,14609.0
2000-03-25 00:00:00,0.1935483870967742,13041.0,Los Angeles Clippers,Detroit Pistons,0.0,0.0,Saturday,March,17840.0
2000-03-26 00:00:00,0.5573770491803278,15630.0,Indiana Pacers,Philadelphia 76ers,0.0,5.0,Sunday,March,18345.0
2000-03-26 00:00:00,0.5483870967741935,17011.0,Minnesota Timberwolves,Toronto Raptors,0.0,2.0,Sunday,March,19902.0
2000-03-26 00:00:00,0.7258064516129032,12888.0,Portland Trail Blazers,New York Knicks,0.0,2.0,Sunday,March,20497.0
2000-03-26 00:00:00,0.6333333333333333,19023.0,Phoenix Suns,Golden State Warriors,0.0,4.0,Sunday,March,19023.0
2000-03-27 00:00:00,0.6779661016949152,19911.0,Utah Jazz,Dallas Mavericks,0.0,3.0,Monday,March,19911.0
2000-03-28 00:00:00,0.3968253968253968,19445.0,Atlanta Hawks,Denver Nuggets,0.0,0.0,Tuesday,March,9945.0
2000-03-28 00:00:00,0.5555555555555556,13103.0,Cleveland Cavaliers,Toronto Raptors,0.0,2.0,Tuesday,March,20562.0
2000-03-28 00:00:00,0.19047619047619047,7865.0,Los Angeles Clippers,Dallas Mavericks,0.0,0.0,Tuesday,March,10157.0
2000-03-28 00:00:00,0.6229508196721312,15886.0,Miami Heat,Phoenix Suns,0.0,3.0,Tuesday,March,15923.0
2000-03-28 00:00:00,0.5645161290322581,18759.0,Minnesota Timberwolves,Philadelphia 76ers,0.0,5.0,Tuesday,March,16991.0
2000-03-28 00:00:00,0.6349206349206349,12888.0,Portland Trail Blazers,San Antonio Spurs,0.0,4.0,Tuesday,March,20584.0
2000-03-29 00:00:00,0.390625,23841.0,Chicago Bulls,Cleveland Cavaliers,0.0,2.0,Wednesday,March,21819.0
2000-03-29 00:00:00,0.3384615384615385,16332.0,Washington Wizards,Denver Nuggets,0.0,3.0,Wednesday,March,12301.0
2000-03-29 00:00:00,0.6833333333333333,18090.0,Utah Jazz,Philadelphia 76ers,0.0,3.0,Wednesday,March,19911.0
2000-03-30 00:00:00,0.6290322580645161,10947.0,Atlanta Hawks,Phoenix Suns,0.0,3.0,Thursday,March,11870.0
2000-03-30 00:00:00,0.5,11747.0,Los Angeles Clippers,Milwaukee Bucks,0.0,3.0,Thursday,March,10854.0
2000-03-30 00:00:00,0.65625,16014.0,Miami Heat,Chicago Bulls,0.0,3.0,Thursday,March,15886.0
2000-03-30 00:00:00,0.6065573770491803,14439.0,Minnesota Timberwolves,Houston Rockets,0.0,4.0,Thursday,March,15009.0
2000-03-30 00:00:00,0.71875,12888.0,Portland Trail Blazers,Dallas Mavericks,0.0,2.0,Thursday,March,20399.0
2000-03-31 00:00:00,0.6885245901639344,19851.0,Utah Jazz,Golden State Warriors,0.0,3.0,Friday,March,19911.0
2000-03-31 00:00:00,0.3484848484848485,18624.0,Boston Celtics,Washington Wizards,0.0,3.0,Friday,March,16560.0
2000-03-31 00:00:00,0.5967741935483871,17923.0,Indiana Pacers,Minnesota Timberwolves,0.0,3.0,Friday,March,18345.0
2000-03-31 00:00:00,0.546875,0.0,Los Angeles Lakers,Philadelphia 76ers,0.0,3.0,Friday,March,18997.0
2000-04-01 00:00:00,0.6774193548387096,17171.0,Denver Nuggets,Utah Jazz,0.0,3.0,Saturday,April,19099.0
2000-04-01 00:00:00,0.18181818181818185,23821.0,Chicago Bulls,Charlotte Hornets,0.0,1.0,Saturday,April,21882.0
2000-04-01 00:00:00,0.7230769230769231,12888.0,Portland Trail Blazers,Milwaukee Bucks,0.0,3.0,Saturday,April,20390.0
2000-04-01 00:00:00,0.4,19231.0,Cleveland Cavaliers,Boston Celtics,0.0,3.0,Saturday,April,18698.0
2000-04-02 00:00:00,0.5384615384615384,19800.0,Toronto Raptors,Indiana Pacers,0.0,1.0,Sunday,April,19800.0
2000-04-02 00:00:00,0.3939393939393939,17166.0,Cleveland Cavaliers,Chicago Bulls,0.0,2.0,Sunday,April,14270.0
2000-04-02 00:00:00,0.5909090909090909,17505.0,Los Angeles Lakers,New York Knicks,0.0,3.0,Sunday,April,18997.0
2000-04-02 00:00:00,0.6307692307692307,16383.0,Miami Heat,San Antonio Spurs,0.0,4.0,Sunday,April,19600.0
2000-04-02 00:00:00,0.640625,13450.0,Minnesota Timberwolves,Phoenix Suns,0.0,4.0,Sunday,April,19006.0
2000-04-04 00:00:00,0.6666666666666666,15058.0,Miami Heat,Cleveland Cavaliers,0.0,4.0,Tuesday,April,15625.0
2000-04-04 00:00:00,0.6825396825396826,14956.0,Los Angeles Clippers,Utah Jazz,0.0,3.0,Tuesday,April,13819.0
2000-04-04 00:00:00,0.59375,10463.0,Minnesota Timberwolves,Atlanta Hawks,0.0,2.0,Tuesday,April,13233.0
2000-04-04 00:00:00,0.6307692307692307,18846.0,Phoenix Suns,Los Angeles Lakers,0.0,3.0,Tuesday,April,19023.0
2000-04-04 00:00:00,0.5303030303030303,18325.0,Toronto Raptors,Detroit Pistons,0.0,1.0,Tuesday,April,19800.0
2000-04-05 00:00:00,0.7121212121212122,12888.0,Portland Trail Blazers,Houston Rockets,0.0,2.0,Wednesday,April,20384.0
2000-04-05 00:00:00,0.5454545454545454,15155.0,Philadelphia 76ers,Atlanta Hawks,0.0,2.0,Wednesday,April,19099.0
2000-04-06 00:00:00,0.6716417910447762,15325.0,Miami Heat,Charlotte Hornets,0.0,5.0,Thursday,April,15803.0
2000-04-06 00:00:00,0.6875,19911.0,Utah Jazz,Phoenix Suns,0.0,4.0,Thursday,April,19911.0
2000-04-06 00:00:00,0.4090909090909091,16212.0,Denver Nuggets,Dallas Mavericks,0.0,2.0,Thursday,April,14673.0
2000-04-06 00:00:00,0.5,22353.0,Chicago Bulls,Milwaukee Bucks,0.0,3.0,Thursday,April,21841.0
2000-04-06 00:00:00,0.6,10447.0,Los Angeles Clippers,Minnesota Timberwolves,0.0,3.0,Thursday,April,15317.0
2000-04-07 00:00:00,0.5522388059701493,18624.0,Boston Celtics,Philadelphia 76ers,0.0,2.0,Friday,April,18342.0
2000-04-07 00:00:00,0.5373134328358209,18714.0,Atlanta Hawks,Toronto Raptors,0.0,2.0,Friday,April,19499.0
2000-04-07 00:00:00,0.6716417910447762,0.0,Indiana Pacers,Cleveland Cavaliers,0.0,3.0,Friday,April,18345.0
2000-04-08 00:00:00,0.5441176470588235,21467.0,Chicago Bulls,Toronto Raptors,0.0,2.0,Saturday,April,22137.0
2000-04-08 00:00:00,0.4927536231884058,11799.0,Cleveland Cavaliers,Detroit Pistons,0.0,3.0,Saturday,April,20562.0
2000-04-08 00:00:00,0.6176470588235294,17505.0,Los Angeles Lakers,San Antonio Spurs,0.0,2.0,Saturday,April,18997.0
2000-04-08 00:00:00,0.35294117647058826,18181.0,Washington Wizards,Atlanta Hawks,0.0,3.0,Saturday,April,15232.0
2000-04-09 00:00:00,0.5942028985507246,16500.0,Miami Heat,New York Knicks,0.0,2.0,Sunday,April,19600.0
2000-04-10 00:00:00,0.5507246376811594,17457.0,Toronto Raptors,Cleveland Cavaliers,0.0,3.0,Monday,April,19800.0
2000-04-10 00:00:00,0.3478260869565217,20173.0,Washington Wizards,Charlotte Hornets,0.0,2.0,Monday,April,12071.0
2000-04-10 00:00:00,0.6716417910447762,19465.0,Utah Jazz,Portland Trail Blazers,0.0,3.0,Monday,April,19911.0
2000-04-10 00:00:00,0.5507246376811594,16239.0,Philadelphia 76ers,Miami Heat,0.0,3.0,Monday,April,20374.0
2000-04-10 00:00:00,0.37681159420289856,18624.0,Boston Celtics,Atlanta Hawks,0.0,1.0,Monday,April,15006.0
2000-04-10 00:00:00,0.6119402985074627,11382.0,Minnesota Timberwolves,Detroit Pistons,0.0,4.0,Monday,April,15374.0
2000-04-11 00:00:00,0.6323529411764706,9686.0,Los Angeles Clippers,Phoenix Suns,0.0,3.0,Tuesday,April,14724.0
2000-04-11 00:00:00,0.4,12310.0,Denver Nuggets,Houston Rockets,0.0,4.0,Tuesday,April,14348.0
2000-04-12 00:00:00,0.6764705882352942,19911.0,Utah Jazz,Los Angeles Clippers,0.0,3.0,Wednesday,April,19911.0
2000-04-12 00:00:00,0.3428571428571429,12132.0,Philadelphia 76ers,Washington Wizards,0.0,2.0,Wednesday,April,19836.0
2000-04-12 00:00:00,0.5428571428571428,11170.0,Indiana Pacers,Toronto Raptors,0.0,3.0,Wednesday,April,18345.0
2000-04-12 00:00:00,0.5,17479.0,Boston Celtics,Orlando Magic,0.0,2.0,Wednesday,April,14462.0
2000-04-12 00:00:00,0.5142857142857142,14072.0,Cleveland Cavaliers,Milwaukee Bucks,0.0,4.0,Wednesday,April,13240.0
2000-04-13 00:00:00,0.35211267605633795,20190.0,Chicago Bulls,Washington Wizards,0.0,2.0,Thursday,April,21881.0
2000-04-14 00:00:00,0.2285714285714285,11215.0,Denver Nuggets,Golden State Warriors,0.0,1.0,Friday,April,13358.0
2000-04-14 00:00:00,0.5441176470588235,17506.0,Los Angeles Lakers,Sacramento Kings,0.0,1.0,Friday,April,18997.0
2000-04-14 00:00:00,0.19444444444444445,18624.0,Boston Celtics,Chicago Bulls,0.0,1.0,Friday,April,14899.0
2000-04-14 00:00:00,0.5633802816901409,13259.0,Atlanta Hawks,Philadelphia 76ers,0.0,4.0,Friday,April,18697.0
2000-04-14 00:00:00,0.5492957746478874,15167.0,Toronto Raptors,New York Knicks,0.0,4.0,Friday,April,19800.0
2000-04-14 00:00:00,0.647887323943662,14987.0,Miami Heat,Indiana Pacers,0.0,2.0,Friday,April,19821.0
2000-04-14 00:00:00,0.6376811594202898,19023.0,Phoenix Suns,Los Angeles Clippers,0.0,3.0,Friday,April,18538.0
2000-04-15 00:00:00,0.3472222222222222,20173.0,Washington Wizards,Milwaukee Bucks,0.0,2.0,Saturday,April,18702.0
2000-04-15 00:00:00,0.5694444444444444,11247.0,Philadelphia 76ers,Detroit Pistons,0.0,4.0,Saturday,April,20748.0
2000-04-15 00:00:00,0.16901408450704225,13819.0,Los Angeles Clippers,Denver Nuggets,0.0,0.0,Saturday,April,17738.0
2000-04-15 00:00:00,0.5833333333333334,17298.0,Cleveland Cavaliers,New York Knicks,0.0,2.0,Saturday,April,20562.0
2000-04-16 00:00:00,0.6029411764705882,17506.0,Los Angeles Lakers,Minnesota Timberwolves,0.0,4.0,Sunday,April,18912.0
2000-04-16 00:00:00,0.5555555555555556,14389.0,Toronto Raptors,Chicago Bulls,0.0,4.0,Sunday,April,19800.0
2000-04-16 00:00:00,0.6714285714285714,15046.0,Phoenix Suns,Utah Jazz,0.0,2.0,Sunday,April,19023.0
2000-04-16 00:00:00,0.4929577464788733,14413.0,Miami Heat,Orlando Magic,0.0,1.0,Sunday,April,19247.0
2000-04-16 00:00:00,0.5362318840579711,12888.0,Portland Trail Blazers,Sacramento Kings,0.0,1.0,Sunday,April,20584.0
2000-04-16 00:00:00,0.5753424657534246,17989.0,Boston Celtics,Charlotte Hornets,0.0,5.0,Sunday,April,17278.0
2000-04-16 00:00:00,0.3835616438356164,14614.0,Atlanta Hawks,Cleveland Cavaliers,0.0,2.0,Sunday,April,14061.0
2000-04-17 00:00:00,0.5616438356164384,11831.0,Philadelphia 76ers,Indiana Pacers,0.0,4.0,Monday,April,20797.0
2000-04-18 00:00:00,0.7183098591549296,10292.0,Los Angeles Clippers,Portland Trail Blazers,0.0,4.0,Tuesday,April,18964.0
2000-04-18 00:00:00,0.3424657534246575,20173.0,Washington Wizards,Boston Celtics,0.0,1.0,Tuesday,April,17304.0
2000-04-18 00:00:00,0.6197183098591549,17158.0,Phoenix Suns,Houston Rockets,0.0,3.0,Tuesday,April,19023.0
2000-04-18 00:00:00,0.547945205479452,16500.0,Miami Heat,Toronto Raptors,0.0,3.0,Tuesday,April,19710.0
2000-04-18 00:00:00,0.5675675675675675,16392.0,Chicago Bulls,Philadelphia 76ers,0.0,4.0,Tuesday,April,22325.0
2000-04-18 00:00:00,0.6619718309859155,14569.0,Denver Nuggets,Utah Jazz,0.0,2.0,Tuesday,April,16422.0
2000-04-18 00:00:00,0.3783783783783784,16565.0,Cleveland Cavaliers,Charlotte Hornets,0.0,1.0,Tuesday,April,14481.0
2000-04-19 00:00:00,0.6,16866.0,Minnesota Timberwolves,Dallas Mavericks,0.0,3.0,Wednesday,April,16818.0
2000-04-19 00:00:00,0.6756756756756757,10257.0,Indiana Pacers,Atlanta Hawks,0.0,5.0,Wednesday,April,18345.0
2000-04-19 00:00:00,0.581081081081081,16899.0,Boston Celtics,New York Knicks,0.0,2.0,Wednesday,April,18624.0
2000-04-19 00:00:00,0.7083333333333334,12888.0,Portland Trail Blazers,Denver Nuggets,0.0,3.0,Wednesday,April,20403.0
2000-04-19 00:00:00,0.6666666666666666,18053.0,Utah Jazz,Sacramento Kings,0.0,3.0,Wednesday,April,19911.0
2000-04-22 00:00:00,0.6533333333333333,20061.0,Miami Heat,Detroit Pistons,1.0,3.0,Saturday,April,16500.0
2000-04-23 00:00:00,0.7123287671232876,12888.0,Portland Trail Blazers,Minnesota Timberwolves,1.0,4.0,Sunday,April,19980.0
2000-04-23 00:00:00,0.52,15315.0,Indiana Pacers,Milwaukee Bucks,1.0,3.0,Sunday,April,18345.0
2000-04-23 00:00:00,0.5211267605633803,17506.0,Los Angeles Lakers,Sacramento Kings,1.0,1.0,Sunday,April,18997.0
2000-04-25 00:00:00,0.6578947368421053,20206.0,Miami Heat,Detroit Pistons,1.0,4.0,Tuesday,April,16500.0
2000-04-26 00:00:00,0.7162162162162162,12888.0,Portland Trail Blazers,Minnesota Timberwolves,1.0,4.0,Wednesday,April,20568.0
2000-04-27 00:00:00,0.5138888888888888,17505.0,Los Angeles Lakers,Sacramento Kings,1.0,0.0,Thursday,April,18997.0
2000-04-27 00:00:00,0.5263157894736842,14908.0,Indiana Pacers,Milwaukee Bucks,1.0,4.0,Thursday,April,18345.0
2000-04-28 00:00:00,0.5714285714285714,11715.0,Philadelphia 76ers,Charlotte Hornets,1.0,3.0,Friday,April,20849.0
2000-04-29 00:00:00,0.6133333333333333,15348.0,Phoenix Suns,San Antonio Spurs,1.0,3.0,Saturday,April,19023.0
2000-04-30 00:00:00,0.7066666666666667,14659.0,Minnesota Timberwolves,Portland Trail Blazers,1.0,3.0,Sunday,April,19006.0
2000-04-30 00:00:00,0.5194805194805194,14097.0,Toronto Raptors,New York Knicks,1.0,0.0,Sunday,April,19996.0
2000-05-01 00:00:00,0.5769230769230769,12353.0,Philadelphia 76ers,Charlotte Hornets,1.0,4.0,Monday,May,20712.0
2000-05-02 00:00:00,0.7105263157894737,0.0,Minnesota Timberwolves,Portland Trail Blazers,1.0,3.0,Tuesday,May,19006.0
2000-05-02 00:00:00,0.6052631578947368,15196.0,Phoenix Suns,San Antonio Spurs,1.0,2.0,Tuesday,May,19023.0
2000-05-04 00:00:00,0.5189873417721519,14775.0,Indiana Pacers,Milwaukee Bucks,1.0,2.0,Thursday,May,18345.0
2000-05-05 00:00:00,0.52,17505.0,Los Angeles Lakers,Sacramento Kings,1.0,2.0,Friday,May,18997.0
2000-05-06 00:00:00,0.569620253164557,10007.0,Indiana Pacers,Philadelphia 76ers,1.0,3.0,Saturday,May,18345.0
2000-05-07 00:00:00,0.6233766233766234,15512.0,Los Angeles Lakers,Phoenix Suns,1.0,3.0,Sunday,May,18997.0
2000-05-07 00:00:00,0.6575342465753424,12888.0,Portland Trail Blazers,Utah Jazz,1.0,2.0,Sunday,May,20351.0
2000-05-07 00:00:00,0.5897435897435898,20248.0,Miami Heat,New York Knicks,1.0,3.0,Sunday,May,20053.0
2000-05-08 00:00:00,0.5625,10016.0,Indiana Pacers,Philadelphia 76ers,1.0,2.0,Monday,May,18345.0
2000-05-09 00:00:00,0.5949367088607594,20288.0,Miami Heat,New York Knicks,1.0,4.0,Tuesday,May,20078.0
2000-05-09 00:00:00,0.6486486486486487,12888.0,Portland Trail Blazers,Utah Jazz,1.0,2.0,Tuesday,May,20463.0
2000-05-10 00:00:00,0.6153846153846154,17505.0,Los Angeles Lakers,Phoenix Suns,1.0,2.0,Wednesday,May,18997.0
2000-05-10 00:00:00,0.5555555555555556,6705.0,Philadelphia 76ers,Indiana Pacers,1.0,2.0,Wednesday,May,20823.0
2000-05-11 00:00:00,0.64,19120.0,Utah Jazz,Portland Trail Blazers,1.0,1.0,Thursday,May,19911.0
2000-05-12 00:00:00,0.6075949367088608,15792.0,Phoenix Suns,Los Angeles Lakers,1.0,2.0,Friday,May,19023.0
2000-05-13 00:00:00,0.5609756097560976,16114.0,Philadelphia 76ers,Indiana Pacers,1.0,2.0,Saturday,May,20675.0
2000-05-14 00:00:00,0.6125,14790.0,Phoenix Suns,Los Angeles Lakers,1.0,2.0,Sunday,May,19023.0
2000-05-14 00:00:00,0.6447368421052632,19609.0,Utah Jazz,Portland Trail Blazers,1.0,2.0,Sunday,May,19627.0
2000-05-15 00:00:00,0.5662650602409639,10654.0,Indiana Pacers,Philadelphia 76ers,1.0,2.0,Monday,May,18345.0
2000-05-16 00:00:00,0.6049382716049383,17505.0,Los Angeles Lakers,Phoenix Suns,1.0,1.0,Tuesday,May,18997.0
2000-05-16 00:00:00,0.6363636363636364,12888.0,Portland Trail Blazers,Utah Jazz,1.0,1.0,Tuesday,May,20043.0
2000-05-17 00:00:00,0.5853658536585366,20214.0,Miami Heat,New York Knicks,1.0,2.0,Wednesday,May,20021.0
2000-05-19 00:00:00,0.5595238095238095,8384.0,Philadelphia 76ers,Indiana Pacers,1.0,2.0,Friday,May,20969.0
2000-05-20 00:00:00,0.7073170731707317,17505.0,Los Angeles Lakers,Portland Trail Blazers,1.0,3.0,Saturday,May,18997.0
2000-05-21 00:00:00,0.5952380952380952,20287.0,Miami Heat,New York Knicks,1.0,3.0,Sunday,May,20063.0
