Time,H Pop,Curr Win %,LS Win %,Last Game,Capacity,Home,Visitor,Playoffs?,Last Five,Day of Week,Month,Attendance
2004-01-11 13:00:00,5.0,0.5161290322580645,0.3333333333333333,18405.0,20116.0,Toronto Raptors,Portland Trail Blazers,0.0,4.0,Sunday,January,18906.0
2004-01-11 20:30:00,8.0,0.5625,0.527027027027027,9956.0,18226.0,Houston Rockets,Boston Celtics,0.0,3.0,Sunday,January,14878.0
2004-01-11 21:30:00,1.0,0.5,0.5945945945945946,19653.0,19668.0,Los Angeles Clippers,Memphis Grizzlies,0.0,3.0,Sunday,January,13618.0
2004-01-12 22:00:00,5.0,0.71875,0.7209302325581395,18997.0,18997.0,Los Angeles Lakers,Cleveland Cavaliers,0.0,2.0,Monday,January,18997.0
2004-01-13 19:00:00,3.0,0.3125,0.4657534246575342,17146.0,20173.0,Washington Wizards,Houston Rockets,0.0,1.0,Tuesday,January,16254.0
2004-01-13 19:30:00,5.0,0.6571428571428571,0.4929577464788733,19445.0,19635.0,Atlanta Hawks,San Antonio Spurs,0.0,3.0,Tuesday,January,11807.0
2004-01-13 20:30:00,17.0,0.696969696969697,0.5833333333333334,19491.0,23067.0,Chicago Bulls,Detroit Pistons,0.0,5.0,Tuesday,January,17295.0
2004-01-13 21:00:00,13.0,0.3235294117647059,0.725,16848.0,18422.0,Phoenix Suns,Denver Nuggets,0.0,0.0,Tuesday,January,15910.0
2004-01-13 21:00:00,4.0,0.5454545454545454,0.5569620253164557,19911.0,19911.0,Utah Jazz,Golden State Warriors,0.0,3.0,Tuesday,January,18241.0
2004-01-13 22:30:00,1.0,0.4516129032258064,0.5945945945945946,13618.0,19668.0,Los Angeles Clippers,Portland Trail Blazers,0.0,1.0,Tuesday,January,12394.0
2004-01-14 19:00:00,9.0,0.5882352941176471,0.5569620253164557,18624.0,18624.0,Boston Celtics,Houston Rockets,0.0,3.0,Wednesday,January,15445.0
2004-01-14 19:00:00,4.0,0.7058823529411765,0.5569620253164557,15753.0,18345.0,Indiana Pacers,Atlanta Hawks,0.0,4.0,Wednesday,January,14735.0
2004-01-14 20:30:00,4.0,0.6388888888888888,0.7173913043478259,18797.0,19034.0,San Antonio Spurs,Minnesota Timberwolves,0.0,3.0,Wednesday,January,17411.0
2004-01-14 21:00:00,5.0,0.4594594594594595,0.7173913043478259,20315.0,20677.0,Dallas Mavericks,Philadelphia 76ers,0.0,2.0,Wednesday,January,20221.0
2004-01-14 22:30:00,5.0,0.7272727272727273,0.7209302325581395,18997.0,18997.0,Los Angeles Lakers,Denver Nuggets,0.0,3.0,Wednesday,January,18562.0
2004-01-15 21:00:00,4.0,0.5588235294117647,0.5569620253164557,18241.0,19911.0,Utah Jazz,Miami Heat,0.0,4.0,Thursday,January,19751.0
2004-01-15 22:00:00,2.0,0.4375,0.5802469135802469,17316.0,20630.0,Portland Trail Blazers,Phoenix Suns,0.0,1.0,Thursday,January,14202.0
2004-01-16 19:00:00,4.0,0.6216216216216216,0.5569620253164557,14735.0,18345.0,Indiana Pacers,San Antonio Spurs,0.0,2.0,Friday,January,18044.0
2004-01-16 21:00:00,4.0,0.5526315789473685,0.527027027027027,19402.0,19812.0,Denver Nuggets,Dallas Mavericks,0.0,2.0,Friday,January,19216.0
2004-01-16 21:00:00,13.0,0.3611111111111111,0.725,15910.0,18422.0,Phoenix Suns,Golden State Warriors,0.0,2.0,Friday,January,14921.0
2004-01-16 22:30:00,1.0,0.3684210526315789,0.5945945945945946,12394.0,19668.0,Los Angeles Clippers,Miami Heat,0.0,1.0,Friday,January,14233.0
2004-01-17 13:00:00,8.0,0.4473684210526316,0.569620253164557,18622.0,20965.0,Philadelphia 76ers,Memphis Grizzlies,0.0,2.0,Saturday,January,20054.0
2004-01-17 15:30:00,8.0,0.7058823529411765,0.527027027027027,14878.0,18226.0,Houston Rockets,Minnesota Timberwolves,0.0,4.0,Saturday,January,18145.0
2004-01-17 19:00:00,5.0,0.4848484848484849,0.4929577464788733,11807.0,19635.0,Atlanta Hawks,Toronto Raptors,0.0,2.0,Saturday,January,13928.0
2004-01-17 20:30:00,17.0,0.4324324324324325,0.5833333333333334,17295.0,23067.0,Chicago Bulls,New York Knicks,0.0,3.0,Saturday,January,22202.0
2004-01-17 21:00:00,4.0,0.5428571428571428,0.5569620253164557,19751.0,19911.0,Utah Jazz,Cleveland Cavaliers,0.0,3.0,Saturday,January,19622.0
2004-01-17 22:00:00,2.0,0.42424242424242425,0.5802469135802469,14202.0,20630.0,Portland Trail Blazers,Dallas Mavericks,0.0,1.0,Saturday,January,19018.0
2004-01-17 22:30:00,5.0,0.7142857142857143,0.7209302325581395,18562.0,18997.0,Los Angeles Lakers,Los Angeles Clippers,0.0,4.0,Saturday,January,18997.0
2004-01-18 12:30:00,9.0,0.631578947368421,0.5569620253164557,15445.0,18624.0,Boston Celtics,San Antonio Spurs,0.0,2.0,Sunday,January,18624.0
2004-01-18 20:00:00,13.0,0.4117647058823529,0.725,14921.0,18422.0,Phoenix Suns,Portland Trail Blazers,0.0,0.0,Sunday,January,15131.0
2004-01-18 21:00:00,4.0,0.35897435897435903,0.527027027027027,19216.0,19812.0,Denver Nuggets,Miami Heat,0.0,1.0,Sunday,January,17635.0
2004-01-19 13:00:00,3.0,0.3235294117647059,0.4657534246575342,16254.0,20173.0,Washington Wizards,Chicago Bulls,0.0,2.0,Monday,January,15407.0
2004-01-19 14:00:00,5.0,0.7222222222222222,0.4929577464788733,13928.0,19635.0,Atlanta Hawks,Indiana Pacers,0.0,4.0,Monday,January,19635.0
2004-01-19 15:30:00,1.0,0.7647058823529411,0.5945945945945946,14233.0,19668.0,Los Angeles Clippers,Sacramento Kings,0.0,5.0,Monday,January,17325.0
2004-01-19 22:30:00,5.0,0.3947368421052632,0.7209302325581395,18997.0,18997.0,Los Angeles Lakers,Phoenix Suns,0.0,4.0,Monday,January,18312.0
2004-01-20 19:00:00,4.0,0.7297297297297297,0.5569620253164557,18044.0,18345.0,Indiana Pacers,Detroit Pistons,0.0,4.0,Tuesday,January,15848.0
2004-01-20 19:30:00,2.0,0.35,0.3380281690140845,14413.0,20213.0,Miami Heat,Boston Celtics,0.0,1.0,Tuesday,January,14327.0
2004-01-20 21:00:00,4.0,0.5135135135135135,0.5569620253164557,19622.0,19911.0,Utah Jazz,Denver Nuggets,0.0,2.0,Tuesday,January,19385.0
2004-01-21 19:00:00,5.0,0.4571428571428571,0.3333333333333333,18906.0,20116.0,Toronto Raptors,Minnesota Timberwolves,0.0,1.0,Wednesday,January,18846.0
2004-01-21 19:30:00,5.0,0.2702702702702703,0.4929577464788733,19635.0,19635.0,Atlanta Hawks,Chicago Bulls,0.0,0.0,Wednesday,January,10568.0
2004-01-21 21:00:00,4.0,0.38461538461538464,0.527027027027027,17635.0,19812.0,Denver Nuggets,Phoenix Suns,0.0,4.0,Wednesday,January,15652.0
2004-01-21 21:00:00,8.0,0.4358974358974359,0.527027027027027,18145.0,18226.0,Houston Rockets,New York Knicks,0.0,3.0,Wednesday,January,14976.0
2004-01-21 22:30:00,1.0,0.4705882352941176,0.5945945945945946,17325.0,19668.0,Los Angeles Clippers,Golden State Warriors,0.0,2.0,Wednesday,January,13316.0
2004-01-22 19:00:00,2.0,0.75,0.3333333333333333,15277.0,20562.0,Cleveland Cavaliers,Sacramento Kings,0.0,4.0,Thursday,January,17720.0
2004-01-22 21:30:00,5.0,0.6578947368421053,0.7173913043478259,20221.0,20677.0,Dallas Mavericks,Los Angeles Lakers,0.0,1.0,Thursday,January,20512.0
2004-01-23 19:00:00,8.0,0.4358974358974359,0.569620253164557,20054.0,20965.0,Philadelphia 76ers,Orlando Magic,0.0,1.0,Friday,January,20272.0
2004-01-23 19:30:00,9.0,0.3142857142857143,0.5569620253164557,18624.0,18624.0,Boston Celtics,Washington Wizards,0.0,2.0,Friday,January,16386.0
2004-01-23 19:30:00,5.0,0.45,0.4929577464788733,10568.0,19635.0,Atlanta Hawks,New York Knicks,0.0,4.0,Friday,January,16469.0
2004-01-23 20:00:00,4.0,0.7105263157894737,0.5569620253164557,15848.0,18345.0,Indiana Pacers,Houston Rockets,0.0,4.0,Friday,January,18345.0
2004-01-23 20:00:00,2.0,0.7222222222222222,0.625,17026.0,20391.0,Minnesota Timberwolves,Detroit Pistons,0.0,4.0,Friday,January,19006.0
2004-01-23 20:30:00,17.0,0.6097560975609756,0.5833333333333334,22202.0,23067.0,Chicago Bulls,Dallas Mavericks,0.0,5.0,Friday,January,18761.0
2004-01-23 22:30:00,1.0,0.5,0.5945945945945946,13316.0,19668.0,Los Angeles Clippers,Utah Jazz,0.0,1.0,Friday,January,15675.0
2004-01-23 22:30:00,13.0,0.625,0.725,15131.0,18422.0,Phoenix Suns,San Antonio Spurs,0.0,2.0,Friday,January,17799.0
2004-01-24 15:30:00,2.0,0.4166666666666667,0.5802469135802469,19018.0,20630.0,Portland Trail Blazers,Golden State Warriors,0.0,1.0,Saturday,January,14325.0
2004-01-24 19:00:00,3.0,0.3333333333333333,0.4657534246575342,15407.0,20173.0,Washington Wizards,Indiana Pacers,0.0,2.0,Saturday,January,14305.0
2004-01-24 19:30:00,2.0,0.425,0.3333333333333333,17720.0,20562.0,Cleveland Cavaliers,Philadelphia 76ers,0.0,1.0,Saturday,January,20562.0
2004-01-24 21:00:00,4.0,0.4871794871794872,0.5569620253164557,19385.0,19911.0,Utah Jazz,Los Angeles Lakers,0.0,0.0,Saturday,January,19911.0
2004-01-25 13:00:00,5.0,0.7105263157894737,0.7173913043478259,20512.0,20677.0,Dallas Mavericks,Sacramento Kings,0.0,2.0,Sunday,January,20284.0
2004-01-25 15:30:00,2.0,0.36585365853658536,0.625,19006.0,20391.0,Minnesota Timberwolves,Phoenix Suns,0.0,2.0,Sunday,January,16002.0
2004-01-25 15:30:00,17.0,0.4324324324324325,0.5833333333333334,18761.0,23067.0,Chicago Bulls,Toronto Raptors,0.0,0.0,Sunday,January,22039.0
2004-01-26 19:00:00,2.0,0.2926829268292683,0.3333333333333333,20562.0,20562.0,Cleveland Cavaliers,Orlando Magic,0.0,2.0,Monday,January,14382.0
2004-01-26 19:00:00,3.0,0.32432432432432434,0.4657534246575342,14305.0,20173.0,Washington Wizards,Portland Trail Blazers,0.0,2.0,Monday,January,14236.0
2004-01-26 19:30:00,2.0,0.3809523809523809,0.3380281690140845,14327.0,20213.0,Miami Heat,Houston Rockets,0.0,3.0,Monday,January,14523.0
2004-01-26 21:00:00,4.0,0.7368421052631579,0.527027027027027,15652.0,19812.0,Denver Nuggets,Minnesota Timberwolves,0.0,4.0,Monday,January,15320.0
2004-01-26 21:00:00,4.0,0.5,0.5569620253164557,19911.0,19911.0,Utah Jazz,Los Angeles Clippers,0.0,1.0,Monday,January,18592.0
2004-01-27 19:30:00,5.0,0.3809523809523809,0.4929577464788733,16469.0,19635.0,Atlanta Hawks,Phoenix Suns,0.0,2.0,Tuesday,January,11179.0
2004-01-27 22:30:00,1.0,0.4864864864864865,0.5945945945945946,15675.0,19668.0,Los Angeles Clippers,Chicago Bulls,0.0,3.0,Tuesday,January,15298.0
2004-01-28 19:00:00,9.0,0.6829268292682927,0.5569620253164557,16386.0,18624.0,Boston Celtics,Detroit Pistons,0.0,2.0,Wednesday,January,14042.0
2004-01-28 19:00:00,2.0,0.372093023255814,0.3333333333333333,14382.0,20562.0,Cleveland Cavaliers,Miami Heat,0.0,2.0,Wednesday,January,14433.0
2004-01-28 19:00:00,4.0,0.372093023255814,0.5569620253164557,18345.0,18345.0,Indiana Pacers,Phoenix Suns,0.0,1.0,Wednesday,January,16111.0
2004-01-28 19:00:00,3.0,0.3157894736842105,0.4657534246575342,14236.0,20173.0,Washington Wizards,Orlando Magic,0.0,2.0,Wednesday,January,14799.0
2004-01-28 19:30:00,5.0,0.4473684210526316,0.3333333333333333,18846.0,20116.0,Toronto Raptors,Philadelphia 76ers,0.0,1.0,Wednesday,January,17708.0
2004-01-28 21:00:00,4.0,0.5681818181818182,0.527027027027027,15320.0,19812.0,Denver Nuggets,Chicago Bulls,0.0,3.0,Wednesday,January,15420.0
2004-01-28 21:00:00,8.0,0.7179487179487181,0.527027027027027,14976.0,18226.0,Houston Rockets,Sacramento Kings,0.0,2.0,Wednesday,January,18209.0
2004-01-28 21:00:00,4.0,0.5121951219512195,0.5569620253164557,18592.0,19911.0,Utah Jazz,Dallas Mavericks,0.0,2.0,Wednesday,January,19515.0
2004-01-29 19:30:00,5.0,0.4615384615384616,0.4929577464788733,11179.0,19635.0,Atlanta Hawks,Portland Trail Blazers,0.0,4.0,Thursday,January,11227.0
2004-01-29 21:30:00,4.0,0.6046511627906976,0.7173913043478259,17411.0,19034.0,San Antonio Spurs,Sacramento Kings,0.0,2.0,Thursday,January,17669.0
2004-01-30 19:00:00,5.0,0.4358974358974359,0.3333333333333333,17708.0,20116.0,Toronto Raptors,Detroit Pistons,0.0,1.0,Friday,January,19555.0
2004-01-30 19:00:00,3.0,0.3333333333333333,0.4657534246575342,14799.0,20173.0,Washington Wizards,Phoenix Suns,0.0,2.0,Friday,January,14125.0
2004-01-30 19:30:00,9.0,0.4418604651162791,0.5569620253164557,14042.0,18624.0,Boston Celtics,New York Knicks,0.0,2.0,Friday,January,18624.0
2004-01-30 19:30:00,2.0,0.3863636363636364,0.3380281690140845,14523.0,20213.0,Miami Heat,Los Angeles Clippers,0.0,3.0,Friday,January,14346.0
2004-01-30 22:30:00,5.0,0.725,0.7209302325581395,18312.0,18997.0,Los Angeles Lakers,Minnesota Timberwolves,0.0,4.0,Friday,January,18997.0
2004-01-31 13:00:00,5.0,0.5777777777777777,0.7173913043478259,20284.0,20677.0,Dallas Mavericks,Denver Nuggets,0.0,3.0,Saturday,January,20463.0
2004-01-31 19:00:00,5.0,0.6,0.4929577464788733,11227.0,19635.0,Atlanta Hawks,Milwaukee Bucks,0.0,4.0,Saturday,January,9317.0
2004-01-31 20:00:00,4.0,0.7073170731707317,0.5569620253164557,16111.0,18345.0,Indiana Pacers,Boston Celtics,0.0,3.0,Saturday,January,18345.0
2004-01-31 20:30:00,4.0,0.5116279069767442,0.7173913043478259,17669.0,19034.0,San Antonio Spurs,Utah Jazz,0.0,3.0,Saturday,January,18797.0
2004-01-31 22:00:00,2.0,0.475,0.5802469135802469,14325.0,20630.0,Portland Trail Blazers,Chicago Bulls,0.0,4.0,Saturday,January,17577.0
2004-02-01 12:00:00,4.0,0.325,0.4657534246575342,14125.0,20173.0,Washington Wizards,Cleveland Cavaliers,0.0,2.0,Sunday,February,15541.0
2004-02-01 12:30:00,4.0,0.425,0.3333333333333333,19555.0,20116.0,Toronto Raptors,Los Angeles Lakers,0.0,1.0,Sunday,February,20116.0
2004-02-01 14:00:00,2.0,0.4047619047619048,0.625,16002.0,20391.0,Minnesota Timberwolves,Philadelphia 76ers,0.0,0.0,Sunday,February,16987.0
2004-02-02 19:00:00,3.0,0.6428571428571429,0.5569620253164557,18345.0,18345.0,Indiana Pacers,Los Angeles Lakers,0.0,2.0,Monday,February,18345.0
2004-02-02 19:30:00,6.0,0.5,0.4929577464788733,9317.0,19635.0,Atlanta Hawks,Los Angeles Clippers,0.0,3.0,Monday,February,8508.0
2004-02-02 19:30:00,1.0,0.37777777777777777,0.3380281690140845,14346.0,20213.0,Miami Heat,Detroit Pistons,0.0,3.0,Monday,February,15438.0
2004-02-02 21:00:00,4.0,0.5,0.5569620253164557,19515.0,19911.0,Utah Jazz,San Antonio Spurs,0.0,3.0,Monday,February,19911.0
2004-02-02 21:00:00,3.0,0.4634146341463415,0.527027027027027,15420.0,19812.0,Denver Nuggets,Portland Trail Blazers,0.0,4.0,Monday,February,15866.0
2004-02-02 21:00:00,14.0,0.3695652173913043,0.725,17799.0,18422.0,Phoenix Suns,Houston Rockets,0.0,2.0,Monday,February,16446.0
2004-02-03 19:00:00,7.0,0.4390243902439024,0.569620253164557,20272.0,20965.0,Philadelphia 76ers,Toronto Raptors,0.0,2.0,Tuesday,February,19049.0
2004-02-03 20:00:00,2.0,0.2954545454545455,0.625,16987.0,20391.0,Minnesota Timberwolves,Orlando Magic,0.0,1.0,Tuesday,February,14979.0
2004-02-03 20:30:00,5.0,0.4418604651162791,0.7173913043478259,20463.0,20677.0,Dallas Mavericks,Golden State Warriors,0.0,3.0,Tuesday,February,19865.0
2004-02-04 19:00:00,10.0,0.5121951219512195,0.5569620253164557,18624.0,18624.0,Boston Celtics,Los Angeles Clippers,0.0,4.0,Wednesday,February,14342.0
2004-02-04 19:00:00,4.0,0.4523809523809524,0.3333333333333333,20116.0,20116.0,Toronto Raptors,Orlando Magic,0.0,3.0,Wednesday,February,16228.0
2004-02-04 19:00:00,4.0,0.3170731707317073,0.4657534246575342,15541.0,20173.0,Washington Wizards,Memphis Grizzlies,0.0,1.0,Wednesday,February,12531.0
2004-02-04 19:30:00,6.0,0.7209302325581395,0.4929577464788733,8508.0,19635.0,Atlanta Hawks,Minnesota Timberwolves,0.0,3.0,Wednesday,February,16073.0
2004-02-04 20:00:00,2.0,0.6511627906976745,0.3333333333333333,14433.0,20562.0,Cleveland Cavaliers,Los Angeles Lakers,0.0,3.0,Wednesday,February,20562.0
2004-02-04 20:30:00,10.0,0.5853658536585366,0.527027027027027,18209.0,18226.0,Houston Rockets,Milwaukee Bucks,0.0,3.0,Wednesday,February,12223.0
2004-02-04 21:00:00,4.0,0.4888888888888889,0.5569620253164557,19911.0,19911.0,Utah Jazz,Chicago Bulls,0.0,2.0,Wednesday,February,19911.0
2004-02-04 21:00:00,14.0,0.4761904761904762,0.725,16446.0,18422.0,Phoenix Suns,Portland Trail Blazers,0.0,4.0,Wednesday,February,14121.0
2004-02-05 19:30:00,7.0,0.4090909090909091,0.569620253164557,19049.0,20965.0,Philadelphia 76ers,Los Angeles Lakers,0.0,1.0,Thursday,February,20965.0
2004-02-06 19:00:00,4.0,0.3333333333333333,0.4657534246575342,12531.0,20173.0,Washington Wizards,Los Angeles Clippers,0.0,2.0,Friday,February,12949.0
2004-02-06 19:30:00,10.0,0.4666666666666667,0.5569620253164557,14342.0,18624.0,Boston Celtics,Atlanta Hawks,0.0,0.0,Friday,February,15874.0
2004-02-06 19:30:00,4.0,0.4418604651162791,0.3333333333333333,16228.0,20116.0,Toronto Raptors,Indiana Pacers,0.0,2.0,Friday,February,19311.0
2004-02-06 20:00:00,2.0,0.7272727272727273,0.625,14979.0,20391.0,Minnesota Timberwolves,Cleveland Cavaliers,0.0,4.0,Friday,February,19212.0
2004-02-06 20:30:00,10.0,0.5909090909090909,0.527027027027027,12223.0,18226.0,Houston Rockets,Chicago Bulls,0.0,2.0,Friday,February,16970.0
2004-02-06 21:00:00,4.0,0.4782608695652174,0.5569620253164557,19911.0,19911.0,Utah Jazz,Portland Trail Blazers,0.0,1.0,Friday,February,19911.0
2004-02-07 13:00:00,1.0,0.4782608695652174,0.3380281690140845,15438.0,20213.0,Miami Heat,New York Knicks,0.0,4.0,Saturday,February,16500.0
2004-02-07 19:00:00,6.0,0.6,0.4929577464788733,16073.0,19635.0,Atlanta Hawks,Houston Rockets,0.0,3.0,Saturday,February,19445.0
2004-02-07 19:00:00,7.0,0.4,0.569620253164557,20965.0,20965.0,Philadelphia 76ers,Boston Celtics,0.0,1.0,Saturday,February,20741.0
2004-02-07 19:30:00,2.0,0.3488372093023256,0.3333333333333333,20562.0,20562.0,Cleveland Cavaliers,Washington Wizards,0.0,3.0,Saturday,February,20562.0
2004-02-07 20:30:00,5.0,0.6739130434782609,0.7173913043478259,19865.0,20677.0,Dallas Mavericks,Detroit Pistons,0.0,3.0,Saturday,February,20357.0
2004-02-07 21:00:00,14.0,0.4893617021276596,0.725,14121.0,18422.0,Phoenix Suns,Utah Jazz,0.0,1.0,Saturday,February,15792.0
2004-02-08 14:30:00,3.0,0.3617021276595745,0.5569620253164557,18345.0,18345.0,Indiana Pacers,Miami Heat,0.0,1.0,Sunday,February,16091.0
2004-02-08 15:30:00,2.0,0.7111111111111111,0.625,19212.0,20391.0,Minnesota Timberwolves,Memphis Grizzlies,0.0,3.0,Sunday,February,19179.0
2004-02-09 19:00:00,2.0,0.3617021276595745,0.3333333333333333,20562.0,20562.0,Cleveland Cavaliers,Boston Celtics,0.0,2.0,Monday,February,15146.0
2004-02-09 19:30:00,6.0,0.5957446808510638,0.4929577464788733,19445.0,19635.0,Atlanta Hawks,Dallas Mavericks,0.0,2.0,Monday,February,9713.0
2004-02-09 21:00:00,3.0,0.5777777777777777,0.527027027027027,15866.0,19812.0,Denver Nuggets,Memphis Grizzlies,0.0,4.0,Monday,February,15316.0
