Time,V Pop,H Pop,Curr Win %,LS Win %,Last Game,Last Attendance vs Opp,Capacity,Home,Visitor,Playoffs?,Last Five,Day of Week,Month,Attendance
2005-01-21 22:30:00,4,29,0.8205128205128205,0.5,18422.0,19023.0,18422.0,Phoenix Suns,San Antonio Spurs,0,4.0,Friday,January,18422.0
2005-01-22 19:00:00,8,4,0.4,0.4583333333333333,11280.0,18110.0,19624.0,Atlanta Hawks,Boston Celtics,0,3.0,Saturday,January,16382.0
2005-01-22 19:00:00,6,26,0.4117647058823529,0.4027777777777778,17283.0,15077.0,17283.0,Orlando Magic,Philadelphia 76ers,0,1.0,Saturday,January,17283.0
2005-01-22 19:30:00,19,4,0.5294117647058824,0.65625,22076.0,17783.0,22076.0,Detroit Pistons,Chicago Bulls,0,2.0,Saturday,January,22076.0
2005-01-22 20:00:00,5,4,0.53125,0.7272727272727273,16992.0,17232.0,18345.0,Indiana Pacers,Washington Wizards,0,3.0,Saturday,January,16005.0
2005-01-22 21:00:00,3,4,0.35135135135135137,0.5,19572.0,18847.0,19911.0,Utah Jazz,Memphis Grizzlies,0,2.0,Saturday,January,19707.0
2005-01-22 22:00:00,1,2,0.38235294117647056,0.5,16398.0,17384.0,19818.0,Portland Trail Blazers,Minnesota Timberwolves,0,0.0,Saturday,January,18432.0
2005-01-22 22:30:00,2,2,0.2571428571428571,0.6621621621621622,15591.0,19596.0,20043.0,Golden State Warriors,Cleveland Cavaliers,0,1.0,Saturday,January,19624.0
2005-01-23 13:00:00,3,4,0.4,0.6708860759493671,19576.0,13722.0,20915.0,Dallas Mavericks,Denver Nuggets,0,2.0,Sunday,January,19744.0
2005-01-23 15:00:00,1,2,0.4117647058823529,0.4794520547945205,19763.0,18212.0,19763.0,New York Knicks,Milwaukee Bucks,0,0.0,Sunday,January,19563.0
2005-01-23 21:00:00,4,4,0.825,0.6511627906976745,17317.0,17317.0,17317.0,Sacramento Kings,San Antonio Spurs,0,4.0,Sunday,January,17317.0
2005-01-24 19:00:00,5,2,0.5454545454545454,0.4794520547945205,20562.0,17095.0,20562.0,Cleveland Cavaliers,Washington Wizards,0,3.0,Monday,January,17002.0
2005-01-24 19:00:00,4,6,0.42857142857142855,0.4027777777777778,18001.0,20909.0,21068.0,Philadelphia 76ers,Miami Heat,0,2.0,Monday,January,19172.0
2005-01-24 19:30:00,19,4,0.5277777777777778,0.4583333333333333,16382.0,16051.0,19624.0,Atlanta Hawks,Chicago Bulls,0,4.0,Monday,January,11659.0
2005-01-24 20:00:00,4,1,0.5277777777777778,0.6739130434782609,16632.0,19444.0,19904.0,Minnesota Timberwolves,Detroit Pistons,0,3.0,Monday,January,17439.0
2005-01-24 20:30:00,26,10,0.5142857142857142,0.6835443037974683,13925.0,18132.0,18292.0,Houston Rockets,Orlando Magic,0,3.0,Monday,January,18282.0
2005-01-24 22:00:00,4,2,0.8048780487804879,0.5,18432.0,19980.0,19818.0,Portland Trail Blazers,San Antonio Spurs,0,4.0,Monday,January,15575.0
2005-01-24 22:30:00,4,1,0.4117647058823529,0.3287671232876712,17139.0,17476.0,20127.0,Los Angeles Clippers,Dallas Mavericks,0,1.0,Monday,January,16642.0
2005-01-25 19:30:00,29,2,0.7222222222222222,0.4794520547945205,19563.0,18212.0,19763.0,New York Knicks,Phoenix Suns,0,1.0,Tuesday,January,18680.0
2005-01-25 20:00:00,26,3,0.5,0.6923076923076923,18119.0,14081.0,18119.0,Memphis Grizzlies,Orlando Magic,0,2.0,Tuesday,January,16173.0
2005-01-25 20:30:00,3,19,0.3888888888888889,0.75,18815.0,21611.0,22869.0,Chicago Bulls,Denver Nuggets,0,1.0,Tuesday,January,18911.0
2005-01-26 19:00:00,3,2,0.5384615384615384,0.4794520547945205,17002.0,16834.0,20562.0,Cleveland Cavaliers,Memphis Grizzlies,0,3.0,Wednesday,January,17057.0
2005-01-26 19:00:00,4,8,0.4705882352941176,0.7631578947368421,13109.0,14561.0,18624.0,Boston Celtics,Indiana Pacers,0,2.0,Wednesday,January,13285.0
2005-01-26 19:00:00,6,5,0.5588235294117647,0.3194444444444444,15424.0,20674.0,20173.0,Washington Wizards,Philadelphia 76ers,0,4.0,Wednesday,January,17050.0
2005-01-26 19:00:00,4,6,0.40540540540540543,0.375,16613.0,16565.0,19800.0,Toronto Raptors,Miami Heat,0,2.0,Wednesday,January,19800.0
2005-01-26 19:30:00,3,4,0.5277777777777778,0.65625,22076.0,22076.0,22076.0,Detroit Pistons,Denver Nuggets,0,1.0,Wednesday,January,22076.0
2005-01-26 20:00:00,29,1,0.7297297297297297,0.4935064935064935,16145.0,17103.0,18717.0,Milwaukee Bucks,Phoenix Suns,0,2.0,Wednesday,January,13847.0
2005-01-26 20:00:00,4,1,0.5405405405405406,0.6739130434782609,17439.0,18071.0,19904.0,Minnesota Timberwolves,Atlanta Hawks,0,3.0,Wednesday,January,15423.0
2005-01-26 22:00:00,4,2,0.3888888888888889,0.5,15575.0,20464.0,19818.0,Portland Trail Blazers,Dallas Mavericks,0,1.0,Wednesday,January,16402.0
2005-01-26 22:30:00,4,1,0.5428571428571428,0.3287671232876712,16642.0,17696.0,20127.0,Los Angeles Clippers,Los Angeles Lakers,0,3.0,Wednesday,January,20127.0
2005-01-27 19:00:00,4,4,0.4571428571428571,0.7272727272727273,16005.0,16613.0,18345.0,Indiana Pacers,Detroit Pistons,0,2.0,Thursday,January,18345.0
2005-01-27 21:30:00,4,4,0.8095238095238095,0.6666666666666666,17603.0,18418.0,18797.0,San Antonio Spurs,Sacramento Kings,0,4.0,Thursday,January,18797.0
2005-01-28 19:00:00,2,2,0.4166666666666667,0.4794520547945205,18680.0,19081.0,19763.0,New York Knicks,Cleveland Cavaliers,0,1.0,Friday,January,19763.0
2005-01-28 19:00:00,5,26,0.5428571428571428,0.4027777777777778,17283.0,15151.0,17283.0,Orlando Magic,Washington Wizards,0,4.0,Friday,January,13824.0
2005-01-28 19:30:00,4,4,0.725,0.4583333333333333,11659.0,16070.0,19624.0,Atlanta Hawks,Miami Heat,0,3.0,Friday,January,18886.0
2005-01-28 19:30:00,29,8,0.7368421052631579,0.7631578947368421,13285.0,16262.0,18624.0,Boston Celtics,Phoenix Suns,0,3.0,Friday,January,17109.0
2005-01-28 20:00:00,4,1,0.34210526315789475,0.6739130434782609,15423.0,14091.0,19904.0,Minnesota Timberwolves,Utah Jazz,0,1.0,Friday,January,19553.0
2005-01-28 20:30:00,3,1,0.3055555555555556,0.4935064935064935,13847.0,18279.0,18717.0,Milwaukee Bucks,Denver Nuggets,0,2.0,Friday,January,16219.0
2005-01-28 21:30:00,4,10,0.6944444444444444,0.6835443037974683,18282.0,16673.0,18292.0,Houston Rockets,Sacramento Kings,0,3.0,Friday,January,18191.0
2005-01-28 22:00:00,1,2,0.40540540540540543,0.5,16402.0,20620.0,19818.0,Portland Trail Blazers,Los Angeles Clippers,0,2.0,Friday,January,16063.0
2005-01-29 19:00:00,26,5,0.5277777777777778,0.3194444444444444,17050.0,20674.0,20173.0,Washington Wizards,Orlando Magic,0,3.0,Saturday,January,20173.0
2005-01-29 19:30:00,2,4,0.40540540540540543,0.65625,22076.0,13212.0,22076.0,Detroit Pistons,New York Knicks,0,1.0,Saturday,January,22076.0
2005-01-29 20:00:00,3,4,0.4444444444444444,0.7272727272727273,18345.0,11204.0,18345.0,Indiana Pacers,Denver Nuggets,0,1.0,Saturday,January,18345.0
2005-01-29 20:00:00,4,3,0.55,0.6923076923076923,16173.0,14541.0,18119.0,Memphis Grizzlies,Atlanta Hawks,0,3.0,Saturday,January,18119.0
2005-01-29 20:30:00,8,19,0.5263157894736842,0.75,18911.0,22986.0,22869.0,Chicago Bulls,Boston Celtics,0,4.0,Saturday,January,22869.0
2005-01-29 20:30:00,6,4,0.4324324324324325,0.6708860759493671,19744.0,18107.0,20915.0,Dallas Mavericks,Philadelphia 76ers,0,2.0,Saturday,January,20432.0
2005-01-29 22:30:00,2,1,0.4324324324324325,0.3287671232876712,20127.0,19373.0,20127.0,Los Angeles Clippers,Golden State Warriors,0,3.0,Saturday,January,17160.0
2005-01-30 13:00:00,10,4,0.7317073170731707,0.4675324675324675,20131.0,15008.0,20291.0,Miami Heat,Houston Rockets,0,3.0,Sunday,January,20178.0
2005-01-30 15:30:00,4,1,0.7027027027027027,0.6739130434782609,19553.0,16588.0,19904.0,Minnesota Timberwolves,Sacramento Kings,0,3.0,Sunday,January,18722.0
2005-01-30 16:30:00,29,6,0.3947368421052632,0.375,19800.0,18820.0,19800.0,Toronto Raptors,Phoenix Suns,0,2.0,Sunday,January,19800.0
2005-01-30 18:30:00,1,2,0.2972972972972973,0.4794520547945205,17057.0,19010.0,20562.0,Cleveland Cavaliers,Milwaukee Bucks,0,2.0,Sunday,January,18094.0
2005-01-31 19:00:00,10,8,0.525,0.7631578947368421,17109.0,18624.0,18624.0,Boston Celtics,Houston Rockets,0,3.0,Monday,January,14063.0
2005-01-31 19:00:00,4,6,0.4473684210526316,0.4027777777777778,19172.0,21127.0,21068.0,Philadelphia 76ers,Indiana Pacers,0,3.0,Monday,January,16312.0
2005-01-31 19:30:00,26,4,0.5128205128205128,0.4583333333333333,18886.0,14079.0,19624.0,Atlanta Hawks,Orlando Magic,0,2.0,Monday,January,18714.0
2005-01-31 22:30:00,2,1,0.3947368421052632,0.3287671232876712,17160.0,19183.0,20127.0,Los Angeles Clippers,New York Knicks,0,1.0,Monday,January,16851.0
2005-02-01 19:00:00,3,23,0.525,0.4027777777777778,13824.0,15151.0,17283.0,Orlando Magic,Cleveland Cavaliers,0,3.0,Tuesday,February,15092.0
2005-02-01 19:00:00,3,4,0.5135135135135135,0.3194444444444444,20173.0,20173.0,20173.0,Washington Wizards,Detroit Pistons,0,2.0,Tuesday,February,16843.0
2005-02-01 20:00:00,26,3,0.725,0.6923076923076923,18119.0,12396.0,18119.0,Memphis Grizzlies,Phoenix Suns,0,4.0,Tuesday,February,16637.0
2005-02-01 20:00:00,2,1,0.525,0.4935064935064935,16219.0,15201.0,18717.0,Milwaukee Bucks,Minnesota Timberwolves,0,3.0,Tuesday,February,15947.0
2005-02-01 20:30:00,4,4,0.7142857142857143,0.6708860759493671,20432.0,18121.0,20915.0,Dallas Mavericks,Miami Heat,0,3.0,Tuesday,February,20465.0
2005-02-01 21:00:00,3,3,0.38461538461538464,0.7088607594936709,18056.0,19583.0,19913.0,Denver Nuggets,New York Knicks,0,1.0,Tuesday,February,15821.0
2005-02-01 22:30:00,2,4,0.3947368421052632,0.65625,18997.0,18997.0,18997.0,Los Angeles Lakers,Portland Trail Blazers,0,2.0,Tuesday,February,18116.0
2005-02-02 19:00:00,5,4,0.41025641025641024,0.7272727272727273,18345.0,15110.0,18345.0,Indiana Pacers,Toronto Raptors,0,2.0,Wednesday,February,14783.0
2005-02-02 19:00:00,11,11,0.4358974358974359,0.4027777777777778,16312.0,20965.0,21068.0,Philadelphia 76ers,Houston Rockets,0,3.0,Wednesday,February,18440.0
2005-02-02 19:30:00,6,3,0.575,0.65625,22076.0,13462.0,22076.0,Detroit Pistons,Atlanta Hawks,0,5.0,Wednesday,February,22076.0
2005-02-02 20:00:00,26,2,0.7317073170731707,0.6739130434782609,18722.0,15017.0,19904.0,Minnesota Timberwolves,Phoenix Suns,0,4.0,Wednesday,February,17179.0
2005-02-02 22:00:00,3,2,0.41025641025641024,0.5,16063.0,20640.0,19818.0,Portland Trail Blazers,Denver Nuggets,0,3.0,Wednesday,February,14256.0
2005-02-02 22:30:00,5,2,0.7105263157894737,0.6621621621621622,19624.0,19596.0,20043.0,Golden State Warriors,Sacramento Kings,0,3.0,Wednesday,February,17347.0
2005-02-03 20:00:00,1,3,0.5476190476190477,0.6923076923076923,16637.0,11393.0,18119.0,Memphis Grizzlies,Los Angeles Clippers,0,3.0,Thursday,February,14697.0
2005-02-03 20:00:00,3,4,0.7209302325581395,0.4675324675324675,20178.0,15008.0,20291.0,Miami Heat,Cleveland Cavaliers,0,4.0,Thursday,February,19968.0
2005-02-03 22:30:00,4,4,0.813953488372093,0.65625,18116.0,18997.0,18997.0,Los Angeles Lakers,San Antonio Spurs,0,4.0,Thursday,February,18997.0
2005-02-04 19:00:00,4,4,0.4358974358974359,0.7272727272727273,14783.0,17663.0,18345.0,Indiana Pacers,Dallas Mavericks,0,1.0,Friday,February,16739.0
2005-02-04 19:00:00,6,11,0.45,0.4027777777777778,18440.0,20778.0,21068.0,Philadelphia 76ers,Atlanta Hawks,0,3.0,Friday,February,18609.0
2005-02-04 19:00:00,4,5,0.5,0.375,19800.0,19800.0,19800.0,Toronto Raptors,Washington Wizards,0,1.0,Friday,February,15546.0
2005-02-04 19:30:00,23,9,0.5121951219512195,0.7631578947368421,14063.0,15423.0,18624.0,Boston Celtics,Orlando Magic,0,3.0,Friday,February,16528.0
2005-02-04 20:30:00,1,1,0.3333333333333333,0.4935064935064935,15947.0,18717.0,18717.0,Milwaukee Bucks,Los Angeles Clippers,0,2.0,Friday,February,13814.0
2005-02-04 21:30:00,11,2,0.5,0.6739130434782609,17179.0,17059.0,19904.0,Minnesota Timberwolves,Houston Rockets,0,1.0,Friday,February,19444.0
2005-02-04 22:00:00,3,5,0.7179487179487181,0.6511627906976745,17317.0,17345.0,17317.0,Sacramento Kings,New York Knicks,0,4.0,Friday,February,17317.0
2005-02-05 19:00:00,4,6,0.45,0.4583333333333333,18714.0,17222.0,19624.0,Atlanta Hawks,Indiana Pacers,0,2.0,Saturday,February,16873.0
2005-02-05 19:00:00,1,4,0.5128205128205128,0.3194444444444444,16843.0,20173.0,20173.0,Washington Wizards,Milwaukee Bucks,0,1.0,Saturday,February,20173.0
2005-02-05 19:30:00,23,3,0.5,0.4794520547945205,18094.0,15675.0,20562.0,Cleveland Cavaliers,Orlando Magic,0,2.0,Saturday,February,20562.0
2005-02-05 19:30:00,16,4,0.7272727272727273,0.4675324675324675,19968.0,15008.0,20291.0,Miami Heat,Chicago Bulls,0,4.0,Saturday,February,20061.0
2005-02-05 21:00:00,3,26,0.7380952380952381,0.5,18422.0,18626.0,18422.0,Phoenix Suns,New York Knicks,0,4.0,Saturday,February,18422.0
2005-02-05 21:00:00,2,3,0.2368421052631579,0.7088607594936709,15821.0,0.0,19913.0,Denver Nuggets,Golden State Warriors,0,0.0,Saturday,February,19099.0
2005-02-05 22:00:00,5,2,0.7,0.5,14256.0,20637.0,19818.0,Portland Trail Blazers,Sacramento Kings,0,4.0,Saturday,February,19002.0
2005-02-06 13:00:00,4,5,0.4146341463414634,0.375,15546.0,18854.0,19800.0,Toronto Raptors,Dallas Mavericks,0,2.0,Sunday,February,17896.0
2005-02-06 13:00:00,9,2,0.4883720930232558,0.6739130434782609,19444.0,10019.0,19904.0,Minnesota Timberwolves,Boston Celtics,0,0.0,Sunday,February,16174.0
2005-02-06 13:00:00,1,11,0.4634146341463415,0.4027777777777778,18609.0,20292.0,21068.0,Philadelphia 76ers,Los Angeles Clippers,0,4.0,Sunday,February,15056.0
2005-02-06 15:30:00,4,11,0.5263157894736842,0.6835443037974683,18191.0,18151.0,18292.0,Houston Rockets,Los Angeles Lakers,0,2.0,Sunday,February,18201.0
2005-02-07 19:00:00,4,4,0.525,0.3194444444444444,20173.0,17841.0,20173.0,Washington Wizards,Indiana Pacers,0,2.0,Monday,February,14804.0
2005-02-07 19:30:00,4,6,0.5128205128205128,0.4583333333333333,16873.0,17998.0,19624.0,Atlanta Hawks,Los Angeles Lakers,0,1.0,Monday,February,15633.0
2005-02-07 19:30:00,2,4,0.7333333333333333,0.4675324675324675,20061.0,15008.0,20291.0,Miami Heat,Golden State Warriors,0,4.0,Monday,February,19078.0
2005-02-07 21:00:00,3,4,0.3333333333333333,0.5,19707.0,18471.0,19911.0,Utah Jazz,New York Knicks,0,1.0,Monday,February,18584.0
2005-02-08 19:00:00,5,3,0.4047619047619048,0.4794520547945205,20562.0,20562.0,20562.0,Cleveland Cavaliers,Toronto Raptors,0,2.0,Tuesday,February,17036.0
2005-02-08 19:00:00,2,23,0.4883720930232558,0.4027777777777778,15092.0,15291.0,17283.0,Orlando Magic,Golden State Warriors,0,1.0,Tuesday,February,12121.0
2005-02-08 20:00:00,9,1,0.3414634146341464,0.4935064935064935,13814.0,17936.0,18717.0,Milwaukee Bucks,Boston Celtics,0,3.0,Tuesday,February,13764.0
2005-02-08 20:00:00,2,3,0.4772727272727273,0.6923076923076923,14697.0,10161.0,18119.0,Memphis Grizzlies,Minnesota Timberwolves,0,0.0,Tuesday,February,16169.0
2005-02-08 20:30:00,16,4,0.6341463414634146,0.6708860759493671,20465.0,17349.0,20915.0,Dallas Mavericks,Chicago Bulls,0,2.0,Tuesday,February,20224.0
2005-02-08 21:00:00,4,3,0.325,0.7088607594936709,19099.0,13630.0,19913.0,Denver Nuggets,Utah Jazz,0,1.0,Tuesday,February,15898.0
2005-02-08 22:00:00,26,5,0.6829268292682927,0.6511627906976745,17317.0,17361.0,17317.0,Sacramento Kings,Phoenix Suns,0,3.0,Tuesday,February,17317.0
2005-02-09 19:00:00,1,5,0.3953488372093023,0.375,17896.0,20077.0,19800.0,Toronto Raptors,Milwaukee Bucks,0,2.0,Wednesday,February,14269.0
2005-02-09 19:00:00,4,4,0.5365853658536586,0.3194444444444444,14804.0,17146.0,20173.0,Washington Wizards,San Antonio Spurs,0,3.0,Wednesday,February,20173.0
2005-02-09 19:00:00,3,11,0.4523809523809524,0.4027777777777778,15056.0,20577.0,21068.0,Philadelphia 76ers,Memphis Grizzlies,0,3.0,Wednesday,February,14499.0
2005-02-09 19:00:00,1,9,0.42857142857142855,0.7631578947368421,16528.0,13341.0,18624.0,Boston Celtics,Los Angeles Clippers,0,2.0,Wednesday,February,13136.0
2005-02-09 19:30:00,4,3,0.37209302325581395,0.4794520547945205,19763.0,16374.0,19763.0,New York Knicks,Miami Heat,0,1.0,Wednesday,February,19763.0
2005-02-09 20:00:00,3,2,0.4888888888888889,0.6739130434782609,16174.0,12115.0,19904.0,Minnesota Timberwolves,Denver Nuggets,0,1.0,Wednesday,February,15442.0
2005-02-09 20:30:00,16,11,0.5681818181818182,0.6835443037974683,18201.0,18217.0,18292.0,Houston Rockets,Chicago Bulls,0,5.0,Wednesday,February,14267.0
2005-02-10 19:00:00,6,23,0.5,0.4027777777777778,12121.0,16010.0,17283.0,Orlando Magic,Atlanta Hawks,0,2.0,Thursday,February,12004.0
2005-02-10 20:00:00,4,3,0.5,0.65625,22076.0,14380.0,22076.0,Detroit Pistons,Los Angeles Lakers,0,1.0,Thursday,February,22076.0
2005-02-11 19:00:00,11,4,0.42857142857142855,0.7272727272727273,16739.0,17358.0,18345.0,Indiana Pacers,Houston Rockets,0,2.0,Friday,February,18345.0
2005-02-11 19:00:00,11,5,0.3863636363636364,0.375,14269.0,19800.0,19800.0,Toronto Raptors,Philadelphia 76ers,0,1.0,Friday,February,19800.0
2005-02-11 19:00:00,1,4,0.5476190476190477,0.3194444444444444,20173.0,17050.0,20173.0,Washington Wizards,Los Angeles Clippers,0,4.0,Friday,February,15881.0
2005-02-11 19:30:00,3,9,0.3636363636363637,0.7631578947368421,13136.0,18624.0,18624.0,Boston Celtics,New York Knicks,0,1.0,Friday,February,16031.0
2005-02-11 20:00:00,2,3,0.4146341463414634,0.6923076923076923,16169.0,11151.0,18119.0,Memphis Grizzlies,Portland Trail Blazers,0,3.0,Friday,February,18119.0
2005-02-11 20:00:00,3,3,0.4444444444444444,0.4794520547945205,17036.0,20173.0,20562.0,Cleveland Cavaliers,Denver Nuggets,0,3.0,Friday,February,20562.0
2005-02-11 21:00:00,2,4,0.3414634146341464,0.5,18584.0,19628.0,19911.0,Utah Jazz,Minnesota Timberwolves,0,1.0,Friday,February,19291.0
2005-02-11 22:30:00,4,5,0.6666666666666666,0.6511627906976745,17317.0,16113.0,17317.0,Sacramento Kings,Dallas Mavericks,0,2.0,Friday,February,17317.0
2005-02-12 19:00:00,23,11,0.4772727272727273,0.4027777777777778,14499.0,17903.0,21068.0,Philadelphia 76ers,Orlando Magic,0,4.0,Saturday,February,20389.0
2005-02-12 19:30:00,4,3,0.5348837209302325,0.65625,22076.0,18161.0,22076.0,Detroit Pistons,Washington Wizards,0,4.0,Saturday,February,22076.0
2005-02-12 20:30:00,6,1,0.37209302325581395,0.4935064935064935,13764.0,16102.0,18717.0,Milwaukee Bucks,Atlanta Hawks,0,4.0,Saturday,February,15876.0
2005-02-13 13:00:00,4,4,0.7777777777777778,0.4675324675324675,19078.0,15008.0,20291.0,Miami Heat,San Antonio Spurs,0,2.0,Sunday,February,20258.0
2005-02-13 15:30:00,4,3,0.4878048780487805,0.4794520547945205,20562.0,13757.0,20562.0,Cleveland Cavaliers,Los Angeles Lakers,0,0.0,Sunday,February,20562.0
2005-02-13 15:30:00,16,2,0.4680851063829787,0.6739130434782609,15442.0,13716.0,19904.0,Minnesota Timberwolves,Chicago Bulls,0,1.0,Sunday,February,19420.0
2005-02-13 18:00:00,5,9,0.6744186046511628,0.7631578947368421,16031.0,17124.0,18624.0,Boston Celtics,Sacramento Kings,0,2.0,Sunday,February,14252.0
2005-02-13 18:00:00,3,4,0.5652173913043478,0.7272727272727273,18345.0,14824.0,18345.0,Indiana Pacers,Memphis Grizzlies,0,3.0,Sunday,February,17290.0
2005-02-13 18:00:00,1,5,0.4,0.375,19800.0,20140.0,19800.0,Toronto Raptors,Los Angeles Clippers,0,1.0,Sunday,February,15721.0
2005-02-13 20:30:00,2,11,0.4047619047619048,0.6835443037974683,14267.0,18060.0,18292.0,Houston Rockets,Portland Trail Blazers,0,2.0,Sunday,February,18058.0
2005-02-13 21:00:00,26,2,0.75,0.6621621621621622,17347.0,19596.0,20043.0,Golden State Warriors,Phoenix Suns,0,4.0,Sunday,February,16544.0
2005-02-14 19:00:00,3,11,0.4888888888888889,0.4027777777777778,20389.0,19119.0,21068.0,Philadelphia 76ers,New York Knicks,0,4.0,Monday,February,15303.0
2005-02-14 19:30:00,1,3,0.3636363636363637,0.65625,22076.0,19627.0,22076.0,Detroit Pistons,Milwaukee Bucks,0,3.0,Monday,February,22076.0
2005-02-14 21:00:00,4,26,0.3333333333333333,0.5,18422.0,18889.0,18422.0,Phoenix Suns,Utah Jazz,0,1.0,Monday,February,18422.0
2005-02-15 19:00:00,1,23,0.5,0.4027777777777778,12004.0,17248.0,17283.0,Orlando Magic,Los Angeles Clippers,0,2.0,Tuesday,February,12577.0
2005-02-15 19:30:00,3,6,0.4565217391304348,0.4583333333333333,15633.0,16646.0,19624.0,Atlanta Hawks,Denver Nuggets,0,4.0,Tuesday,February,19043.0
2005-02-15 20:30:00,4,11,0.5227272727272727,0.6835443037974683,18058.0,18340.0,18292.0,Houston Rockets,Washington Wizards,0,3.0,Tuesday,February,12703.0
2005-02-15 20:30:00,5,16,0.6590909090909091,0.75,22869.0,22480.0,22869.0,Chicago Bulls,Sacramento Kings,0,1.0,Tuesday,February,21789.0
2005-02-15 22:30:00,4,2,0.2380952380952381,0.6621621621621622,16544.0,19596.0,20043.0,Golden State Warriors,Dallas Mavericks,0,1.0,Tuesday,February,15254.0
2005-02-15 22:30:00,4,4,0.32558139534883723,0.65625,18997.0,18997.0,18997.0,Los Angeles Lakers,Utah Jazz,0,1.0,Tuesday,February,18480.0
2005-02-16 19:00:00,3,9,0.5531914893617021,0.7631578947368421,14252.0,18624.0,18624.0,Boston Celtics,Memphis Grizzlies,0,3.0,Wednesday,February,13078.0
2005-02-16 19:00:00,6,3,0.5714285714285714,0.4794520547945205,20562.0,15260.0,20562.0,Cleveland Cavaliers,Atlanta Hawks,0,4.0,Wednesday,February,16540.0
2005-02-16 19:00:00,2,4,0.3953488372093023,0.7272727272727273,17290.0,17923.0,18345.0,Indiana Pacers,Portland Trail Blazers,0,2.0,Wednesday,February,14935.0
2005-02-16 19:00:00,3,11,0.4782608695652174,0.4027777777777778,15303.0,20809.0,21068.0,Philadelphia 76ers,Detroit Pistons,0,3.0,Wednesday,February,17085.0
2005-02-16 19:00:00,16,5,0.39130434782608703,0.375,15721.0,19800.0,19800.0,Toronto Raptors,Chicago Bulls,0,1.0,Wednesday,February,15881.0
2005-02-16 19:30:00,1,3,0.3695652173913043,0.4794520547945205,19763.0,14088.0,19763.0,New York Knicks,Milwaukee Bucks,0,2.0,Wednesday,February,19763.0
2005-02-16 19:30:00,1,4,0.75,0.4675324675324675,20258.0,15008.0,20291.0,Miami Heat,Los Angeles Clippers,0,5.0,Wednesday,February,19600.0
2005-02-17 20:00:00,3,2,0.4791666666666667,0.6739130434782609,19420.0,11137.0,19904.0,Minnesota Timberwolves,Cleveland Cavaliers,0,2.0,Thursday,February,18122.0
2005-02-17 22:30:00,4,26,0.7391304347826086,0.5,18422.0,16421.0,18422.0,Phoenix Suns,Dallas Mavericks,0,4.0,Thursday,February,18422.0
2005-02-22 19:00:00,4,23,0.4893617021276596,0.4027777777777778,12577.0,16753.0,17283.0,Orlando Magic,Indiana Pacers,0,2.0,Tuesday,February,14512.0
2005-02-22 19:30:00,3,3,0.3617021276595745,0.65625,22076.0,22076.0,22076.0,Detroit Pistons,New York Knicks,0,1.0,Tuesday,February,22076.0
2005-02-22 20:30:00,4,16,0.7346938775510204,0.75,21789.0,22822.0,22869.0,Chicago Bulls,Miami Heat,0,4.0,Tuesday,February,22682.0
2005-02-22 22:00:00,6,5,0.6666666666666666,0.6511627906976745,17317.0,17641.0,17317.0,Sacramento Kings,Atlanta Hawks,0,2.0,Tuesday,February,17317.0
2005-02-22 22:30:00,9,4,0.5116279069767442,0.65625,18480.0,18997.0,18997.0,Los Angeles Lakers,Boston Celtics,0,2.0,Tuesday,February,18997.0
2005-02-23 19:00:00,16,3,0.5681818181818182,0.4794520547945205,16540.0,13565.0,20562.0,Cleveland Cavaliers,Chicago Bulls,0,3.0,Wednesday,February,20562.0
2005-02-23 19:00:00,4,4,0.72,0.7272727272727273,14935.0,17923.0,18345.0,Indiana Pacers,Miami Heat,0,3.0,Wednesday,February,18345.0
2005-02-23 19:00:00,3,4,0.5333333333333333,0.3194444444444444,15881.0,20173.0,20173.0,Washington Wizards,Memphis Grizzlies,0,3.0,Wednesday,February,15705.0
2005-02-23 21:00:00,11,4,0.7826086956521741,0.6666666666666666,18797.0,18418.0,18797.0,San Antonio Spurs,Houston Rockets,0,3.0,Wednesday,February,18797.0
2005-02-23 21:00:00,9,3,0.4680851063829787,0.7088607594936709,15898.0,9652.0,19913.0,Denver Nuggets,Boston Celtics,0,4.0,Wednesday,February,17987.0
2005-02-23 21:00:00,1,26,0.7446808510638298,0.5,18422.0,17976.0,18422.0,Phoenix Suns,Los Angeles Clippers,0,4.0,Wednesday,February,18221.0
2005-02-23 21:00:00,4,4,0.3181818181818182,0.5,19291.0,17306.0,19911.0,Utah Jazz,Dallas Mavericks,0,1.0,Wednesday,February,18521.0
2005-02-23 22:00:00,4,2,0.3863636363636364,0.5,19002.0,20509.0,19818.0,Portland Trail Blazers,Los Angeles Lakers,0,1.0,Wednesday,February,18665.0
2005-02-23 22:30:00,6,2,0.2558139534883721,0.6621621621621622,15254.0,19596.0,20043.0,Golden State Warriors,Atlanta Hawks,0,2.0,Wednesday,February,15391.0
2005-02-24 19:00:00,11,3,0.4680851063829787,0.4794520547945205,19763.0,19941.0,19763.0,New York Knicks,Philadelphia 76ers,0,3.0,Thursday,February,19763.0
2005-02-24 21:30:00,5,4,0.6521739130434783,0.6708860759493671,20224.0,18190.0,20915.0,Dallas Mavericks,Sacramento Kings,0,2.0,Thursday,February,20377.0
2005-02-24 22:30:00,2,1,0.4693877551020408,0.3287671232876712,16851.0,19060.0,20127.0,Los Angeles Clippers,Minnesota Timberwolves,0,2.0,Thursday,February,18569.0
