GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0026000001,21960,1960-10-19,1610612747,1610612758,LAL,CIN,Los Angeles Lakers,Cincinnati Royals,LAL @ CIN,CIN vs. LAL,L,W,0,0,42.0,57.0,109.0,101.0,0.385,0.564,,,,,,,39.0,26.0,52.0,36.0,0.75,0.722,,,,,61.0,73.0,24.0,42.0,,,,,,,25.0,34.0,123,140,-17,17,0,0
0026000002,21960,1960-10-20,1610612758,1610612752,CIN,NYK,Cincinnati Royals,New York Knicks,CIN @ NYK,NYK vs. CIN,W,L,0,0,44.0,38.0,,,,,,,,,,,25.0,29.0,,,,,,,,,,,,,,,,,,,28.0,25.0,113,105,8,-8,0,0
0026000003,21960,1960-10-22,1610612744,1610612755,PHW,SYR,Philadelphia Warriors,Syracuse Nationals,PHW @ SYR,SYR vs. PHW,W,L,0,0,51.0,52.0,,,,,,,,,,,31.0,19.0,,,,,,,,,,,,,,,,,,,,,133,123,10,-10,0,0
0026000004,21960,1960-10-22,1610612758,1610612752,CIN,NYK,Cincinnati Royals,New York Knicks,CIN vs. NYK,NYK @ CIN,W,L,0,0,39.0,42.0,,,,,,,,,,,41.0,33.0,,,,,,,,,,,,,,,,,,,,,119,117,2,-2,0,0
0026000005,21960,1960-10-22,1610612765,1610612738,DET,BOS,Detroit Pistons,Boston Celtics,DET @ BOS,BOS vs. DET,L,W,0,0,44.0,43.0,,,,,,,,,,,28.0,32.0,,,,,,,,,,,,,,,,,,,,,116,118,-2,2,0,0
0026000006,21960,1960-10-22,1610612747,1610612737,LAL,STL,Los Angeles Lakers,St. Louis Hawks,LAL @ STL,STL vs. LAL,L,W,0,0,34.0,44.0,,,,,,,,,,,28.0,24.0,44.0,32.0,0.636,0.75,,,,,,,,,,,,,,,,,96,112,-16,16,0,0
0026000007,21960,1960-10-23,1610612737,1610612758,STL,CIN,St. Louis Hawks,Cincinnati Royals,STL @ CIN,CIN vs. STL,L,W,0,0,39.0,44.0,,,,,,,,,,,25.0,26.0,,,,,,,,,,,,,,,,,,,,,103,114,-11,11,0,0
0026000008,21960,1960-10-24,1610612752,1610612747,NYK,LAL,New York Knicks,Los Angeles Lakers,NYK @ LAL,LAL vs. NYK,W,L,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,101,10,-10,0,0
0026000009,21960,1960-10-25,1610612747,1610612752,LAL,NYK,Los Angeles Lakers,New York Knicks,LAL vs. NYK,NYK @ LAL,W,L,0,0,42.0,42.0,97.0,95.0,0.433,0.442,,,,,,,36.0,34.0,47.0,43.0,0.766,0.791,,,,,58.0,48.0,,,,,,,,,27.0,33.0,120,118,2,-2,0,0
0026000010,21960,1960-10-25,1610612755,1610612737,SYR,STL,Syracuse Nationals,St. Louis Hawks,SYR @ STL,STL vs. SYR,L,W,0,0,33.0,40.0,,,,,,,,,,,34.0,43.0,,,,,,,,,,,,,,,,,,,37.0,34.0,100,123,-23,23,0,0
