GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0028000001,21980,1980-10-10,1610612744,1610612756,GOS,PHX,Golden State Warriors,Phoenix Suns,GOS @ PHX,PHX vs. GOS,L,W,240,240,42,47,,,,,0,0,,,,,17,27,31,36,0.548,0.75,,,,,,,,,,,,,,,34,27,101,121,-20,20,0,0
0028000002,21980,1980-10-10,1610612759,1610612743,SAN,DEN,San Antonio Spurs,Denver Nuggets,SAN @ DEN,DEN vs. SAN,W,L,240,240,38,39,,,,,0,1,,,,,37,33,48,41,0.771,0.805,,,,,,,,,,,,,,,36,33,113,112,1,-1,0,0
0028000003,21980,1980-10-10,1610612755,1610612749,PHL,MIL,Philadelphia 76ers,Milwaukee Bucks,PHL vs. MIL,MIL @ PHL,L,W,240,240,39,39,,,,,0,0,,,,,25,28,31,37,0.806,0.757,,,,,,,,,,,,,,,27,24,103,106,-3,3,0,0
0028000004,21980,1980-10-10,1610612746,1610612745,SDC,HOU,San Diego Clippers,Houston Rockets,SDC vs. HOU,HOU @ SDC,W,L,240,240,52,42,,,,,1,0,,,,,15,20,20,28,0.75,0.714,,,,,,,,,,,,,,,24,23,120,104,16,-16,0,0
0028000005,21980,1980-10-10,1610612765,1610612764,DET,WAS,Detroit Pistons,Washington Bullets,DET vs. WAS,WAS @ DET,L,W,240,240,34,38,,,,,0,0,,,,,17,19,29,26,0.586,0.731,,,,,,,,,,,,,,,28,25,85,95,-10,10,0,0
0028000006,21980,1980-10-10,1610612747,1610612760,LAL,SEA,Los Angeles Lakers,Seattle SuperSonics,LAL @ SEA,SEA vs. LAL,W,L,240,240,44,39,,,,,0,0,,,,,11,20,16,26,0.688,0.769,,,,,,,,,,,,,,,27,20,99,98,1,-1,0,0
0028000007,21980,1980-10-10,1610612738,1610612739,BOS,CLE,Boston Celtics,Cleveland Cavaliers,BOS vs. CLE,CLE @ BOS,W,L,240,240,45,36,,,,,1,0,,,,,39,31,49,39,0.796,0.795,,,,,,,,,,,,,,,26,31,130,103,27,-27,0,0
0028000008,21980,1980-10-10,1610612757,1610612762,POR,UTH,Portland Trail Blazers,Utah Jazz,POR @ UTH,UTH vs. POR,L,W,240,240,39,36,,,,,0,0,,,,,8,24,13,34,0.615,0.706,,,,,,,,,,,,,,,25,17,86,96,-10,10,0,0
0028000009,21980,1980-10-10,1610612751,1610612754,NJN,IND,New Jersey Nets,Indiana Pacers,NJN vs. IND,IND @ NJN,L,W,240,240,34,42,,,,,0,0,,,,,23,26,34,35,0.676,0.743,,,,,,,,,,,,,,,28,29,91,110,-19,19,0,0
0028000010,21980,1980-10-11,1610612742,1610612759,DAL,SAN,Dallas Mavericks,San Antonio Spurs,DAL vs. SAN,SAN @ DAL,W,L,240,240,41,34,,,,,2,1,,,,,19,23,25,34,0.76,0.676,,,,,,,,,,,,,,,32,28,103,92,11,-11,0,0
