GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0026400001,21964,1964-11-18,1610612747,1610612758,LAL,CIN,Los Angeles Lakers,Cincinnati Royals,LAL vs. CIN,CIN @ LAL,L,W,240,240,33,30,,,,,,,,,,,24,32,36,44,0.667,0.727,,,,,,,,,,,,,,,,,90,92,-2,2,0,0
0026400002,21964,1964-10-16,1610612765,1610612755,DET,PHL,Detroit Pistons,Philadelphia 76ers,DET @ PHL,PHL vs. DET,L,W,240,240,41,41,,,,,,,,,,,31,43,43,49,0.721,0.878,,,,,,,,,,,,,,,,,113,125,-12,12,0,0
0026400003,21964,1964-10-17,1610612752,1610612747,NYK,LAL,New York Knicks,Los Angeles Lakers,NYK vs. LAL,LAL @ NYK,L,W,240,240,44,38,,,,,,,,,,,21,37,42,74,0.5,0.5,,,,,,,,,,,,,,,,,109,113,-4,4,0,0
0026400004,21964,1964-10-17,1610612744,1610612764,SFW,BLT,San Francisco Warriors,Baltimore Bullets,SFW @ BLT,BLT vs. SFW,L,W,240,240,38,47,,,,,,,,,,,25,27,44,41,0.568,0.659,,,,,,,,,,,,,,,,,101,121,-20,20,0,0
0026400005,21964,1964-10-17,1610612758,1610612737,CIN,STL,Cincinnati Royals,St. Louis Hawks,CIN @ STL,STL vs. CIN,L,W,240,240,33,36,,,,,,,,,,,25,22,33,31,0.758,0.71,,,,,,,,,,,,,,,,,91,94,-3,3,0,0
0026400006,21964,1964-10-17,1610612738,1610612765,BOS,DET,Boston Celtics,Detroit Pistons,BOS vs. DET,DET @ BOS,W,L,240,240,43,30,,,,,,,,,,,26,21,32,30,0.813,0.7,,,,,,,,,,,,,,,,,112,81,31,-31,0,0
0026400007,21964,1964-10-18,1610612744,1610612758,SFW,CIN,San Francisco Warriors,Cincinnati Royals,SFW @ CIN,CIN vs. SFW,L,W,240,240,41,44,,,,,,,,,,,26,29,37,35,0.703,0.829,,,,,,,,,,,,,,,,,108,117,-9,9,0,0
0026400008,21964,1964-10-20,1610612758,1610612747,CIN,LAL,Cincinnati Royals,Los Angeles Lakers,CIN vs. LAL,LAL @ CIN,W,L,240,240,44,45,,,,,,,,,,,33,23,42,29,0.786,0.793,,,,,,,,,,,,,,,,,121,113,8,-8,0,0
0026400009,21964,1964-10-21,1610612764,1610612747,BLT,LAL,Baltimore Bullets,Los Angeles Lakers,BLT vs. LAL,LAL @ BLT,L,W,240,240,33,40,,,,,,,,,,,39,28,51,35,0.765,0.8,,,,,,,,,,,,,,,,,105,108,-3,3,0,0
0026400010,21964,1964-10-21,1610612765,1610612744,DET,SFW,Detroit Pistons,San Francisco Warriors,DET vs. SFW,SFW @ DET,W,L,240,240,44,37,,,,,,,,,,,20,30,32,46,0.625,0.652,,,,,,,,,,,,,,,,,108,104,4,-4,0,0
