GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0026300001,21963,1963-10-16,1610612755,1610612765,PHL,DET,Philadelphia 76ers,Detroit Pistons,PHL @ DET,DET vs. PHL,W,L,0,0,44,45,,,,,,,,,,,29,25,,,,,,,,,,,,,,,,,,,,,117,115,2,-2,0,0
0026300002,21963,1963-10-16,1610612738,1610612764,BOS,BLT,Boston Celtics,Baltimore Bullets,BOS @ BLT,BLT vs. BOS,W,L,0,0,43,37,,,,,,,,,,,23,21,,,,,,,,,,,,,,,,,,,,,109,95,14,-14,0,0
0026300003,21963,1963-10-16,1610612737,1610612758,STL,CIN,St. Louis Hawks,Cincinnati Royals,STL vs. CIN,CIN @ STL,L,W,0,0,36,41,,,,,,,,,,,21,30,,,,,,,,,,,,,,,,,,,,,93,112,-19,19,0,0
0026300004,21963,1963-10-17,1610612752,1610612764,NYK,BLT,New York Knicks,Baltimore Bullets,NYK vs. BLT,BLT @ NYK,L,W,0,0,45,40,,,,,,,,,,,23,35,47.0,55.0,0.489,0.636,,,,,,,,,,,,,,,,,113,115,-2,2,0,0
0026300005,21963,1963-10-17,1610612738,1610612758,BOS,CIN,Boston Celtics,Cincinnati Royals,BOS @ CIN,CIN vs. BOS,W,L,0,0,35,35,,,,,,,,,,,23,22,37.0,33.0,0.622,0.667,,,,,,,,,,,,,,,,,93,92,1,-1,0,0
0026300006,21963,1963-10-19,1610612755,1610612765,PHL,DET,Philadelphia 76ers,Detroit Pistons,PHL vs. DET,DET @ PHL,L,W,0,0,42,45,,,,,,,,,,,37,34,42.0,41.0,0.881,0.829,,,,,,,,,,,,,,,,,121,124,-3,3,0,0
0026300007,21963,1963-10-19,1610612747,1610612737,LAL,STL,Los Angeles Lakers,St. Louis Hawks,LAL @ STL,STL vs. LAL,L,W,0,0,39,41,,,,,,,,,,,30,35,38.0,43.0,0.789,0.814,,,,,,,,,,,,,,,,,108,117,-9,9,0,0
0026300008,21963,1963-10-19,1610612764,1610612744,BLT,SFW,Baltimore Bullets,San Francisco Warriors,BLT vs. SFW,SFW @ BLT,L,W,0,0,44,43,,,,,,,,,,,14,17,25.0,30.0,0.56,0.567,,,,,,,,,,,,,,,,,102,103,-1,1,0,0
0026300009,21963,1963-10-19,1610612758,1610612752,CIN,NYK,Cincinnati Royals,New York Knicks,CIN vs. NYK,NYK @ CIN,W,L,0,0,44,37,,,,,,,,,,,33,23,44.0,41.0,0.75,0.561,,,,,,,,,,,,,,,,,121,97,24,-24,0,0
0026300010,21963,1963-10-22,1610612752,1610612747,NYK,LAL,New York Knicks,Los Angeles Lakers,NYK vs. LAL,LAL @ NYK,L,W,0,0,41,41,,,,,,,,,,,35,48,56.0,61.0,0.625,0.787,,,,,,,,,,,,,,,,,117,130,-13,13,0,0
