GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0027800001,21978,1978-10-13,1610612745,1610612752,HOU,NYK,Houston Rockets,New York Knicks,HOU @ NYK,NYK vs. HOU,W,L,240,240,46,44,,,,,,,,,,,19,19,22,36,0.864,0.528,,,,,,,,,,,,,,,27.0,24.0,111,107,4,-4,0,0
0027800002,21978,1978-10-13,1610612739,1610612738,CLE,BOS,Cleveland Cavaliers,Boston Celtics,CLE @ BOS,BOS vs. CLE,W,L,240,240,51,36,,,,,,,,,,,13,29,16,34,0.813,0.853,,,,,,,,,,,,,,,27.0,20.0,115,101,14,-14,0,0
0027800003,21978,1978-10-13,1610612755,1610612747,PHL,LAL,Philadelphia 76ers,Los Angeles Lakers,PHL vs. LAL,LAL @ PHL,W,L,240,240,46,36,,,,,,,,,,,18,30,23,41,0.783,0.732,,,,,,,,,,,,,,,27.0,25.0,110,102,8,-8,0,0
0027800004,21978,1978-10-13,1610612756,1610612746,PHX,SDC,Phoenix Suns,San Diego Clippers,PHX vs. SDC,SDC @ PHX,W,L,240,240,50,49,,,,,,,,,,,28,16,35,22,0.8,0.727,,,,,,,,,,,,,,,26.0,23.0,128,114,14,-14,0,0
0027800005,21978,1978-10-13,1610612765,1610612751,DET,NJN,Detroit Pistons,New Jersey Nets,DET vs. NJN,NJN @ DET,L,W,240,240,34,37,,,,,,,,,,,37,33,53,38,0.698,0.868,,,,,,,,,,,,,,,38.0,38.0,105,107,-2,2,0,0
0027800006,21978,1978-10-13,1610612760,1610612741,SEA,CHI,Seattle SuperSonics,Chicago Bulls,SEA vs. CHI,CHI @ SEA,W,L,240,240,39,36,,,,,,,,,,,26,14,31,22,0.839,0.636,,,,,,,,,,,,,,,24.0,30.0,104,86,18,-18,0,0
0027800007,21978,1978-10-13,1610612754,1610612737,IND,ATL,Indiana Pacers,Atlanta Hawks,IND vs. ATL,ATL @ IND,W,L,240,240,43,37,,,,,,,,,,,31,30,38,39,0.816,0.769,,,,,,,,,,,,,,,30.0,35.0,117,104,13,-13,0,0
0027800008,21978,1978-10-13,1610612762,1610612764,NOJ,WAS,New Orleans Jazz,Washington Bullets,NOJ @ WAS,WAS vs. NOJ,L,W,240,240,43,52,,,,,,,,,,,15,13,19,16,0.789,0.813,,,,,,,,,,,,,,,15.0,20.0,101,117,-16,16,0,0
0027800009,21978,1978-10-13,1610612743,1610612759,DEN,SAN,Denver Nuggets,San Antonio Spurs,DEN vs. SAN,SAN @ DEN,W,L,240,240,44,44,,,,,,,,,,,30,29,47,40,0.638,0.725,,,,,,,,,,,,,,,11.0,32.0,118,117,1,-1,0,0
0027800010,21978,1978-10-14,1610612749,1610612759,MIL,SAN,Milwaukee Bucks,San Antonio Spurs,MIL @ SAN,SAN vs. MIL,L,W,240,240,41,60,,,,,,,,,,,29,33,34,41,0.853,0.805,,,,,,,,,,,,,,,33.0,28.0,111,153,-42,42,0,0
