GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0025800001,21958,1958-10-19,1610612755,1610612765,SYR,DET,Syracuse Nationals,Detroit Pistons,SYR vs. DET,DET @ SYR,W,L,0,0,39,31,,,,,,,,,,,25,32,,,,,,,,,,,,,,,,,,,32.0,25.0,103,94,9,-9,0,0
0025800002,21958,1958-10-22,1610612758,1610612747,CIN,MNL,Cincinnati Royals,Minneapolis Lakers,CIN @ MNL,MNL vs. CIN,L,W,0,0,33,38,,,,,,,,,,,13,23,,,,,,,,,,,,,,,,,,,24.0,18.0,79,99,-20,20,0,0
0025800003,21958,1958-10-23,1610612737,1610612765,STL,DET,St. Louis Hawks,Detroit Pistons,STL vs. DET,DET @ STL,W,L,0,0,38,35,,,,,,,,,,,28,33,,,,,,,,,,,,,,,,,,,30.0,28.0,104,103,1,-1,0,0
0025800004,21958,1958-10-25,1610612752,1610612738,NYK,BOS,New York Knicks,Boston Celtics,NYK vs. BOS,BOS @ NYK,W,L,0,0,44,48,,,,,,,,,,,39,29,,,,,,,,,,,,,,,,,,,29.0,33.0,127,125,2,-2,0,0
0025800005,21958,1958-10-25,1610612765,1610612737,DET,STL,Detroit Pistons,St. Louis Hawks,DET vs. STL,STL @ DET,W,L,0,0,41,41,,,,,,,,,,,35,30,,,,,,,,,,,,,,,,,,,28.0,32.0,117,112,5,-5,0,0
0025800006,21958,1958-10-25,1610612744,1610612755,PHW,SYR,Philadelphia Warriors,Syracuse Nationals,PHW @ SYR,SYR vs. PHW,W,L,0,0,39,40,,,,,,,,,,,32,29,,,,,,,,,,,,,,,,,,,28.0,25.0,110,109,1,-1,0,0
0025800007,21958,1958-10-25,1610612758,1610612747,CIN,MNL,Cincinnati Royals,Minneapolis Lakers,CIN vs. MNL,MNL @ CIN,W,L,0,0,44,32,,,,,,,,,,,22,30,,,,,,,,,,,,,,,,,,,21.0,22.0,110,94,16,-16,0,0
0025800008,21958,1958-10-26,1610612765,1610612747,DET,MNL,Detroit Pistons,Minneapolis Lakers,DET @ MNL,MNL vs. DET,L,W,0,0,39,39,,,,,,,,,,,22,30,,,,,,,,,,,,,,,,,,,26.0,22.0,100,108,-8,8,0,0
0025800009,21958,1958-10-26,1610612752,1610612744,NYK,PHW,New York Knicks,Philadelphia Warriors,NYK @ PHW,PHW vs. NYK,W,L,0,0,37,34,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,25.0,31.0,100,94,6,-6,0,0
0025800010,21958,1958-10-29,1610612737,1610612747,STL,MNL,St. Louis Hawks,Minneapolis Lakers,STL @ MNL,MNL vs. STL,W,L,0,0,42,33,,,,,,,,,,,28,34,,,,,,,,,,,,,,,,,,,30.0,27.0,112,100,12,-12,0,0
0025800011,21958,1958-10-31,1610612758,1610612765,CIN,DET,Cincinnati Royals,Detroit Pistons,CIN @ DET,DET vs. CIN,L,W,0,0,45,42,,,,,,,,,,,23,36,,,,,,,,,,,,,,,,,,,29.0,23.0,113,120,-7,7,0,0
0025800012,21958,1958-11-01,1610612755,1610612758,SYR,CIN,Syracuse Nationals,Cincinnati Royals,SYR vs. CIN,CIN @ SYR,W,L,0,0,47,38,,,,,,,,,,,36,32,,,,,,,,,,,,,,,,,,,27.0,34.0,130,108,22,-22,0,0
