GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0025600001,21956,1956-10-27,1610612752,1610612738,NYK,BOS,New York Knicks,Boston Celtics,NYK vs. BOS,BOS @ NYK,L,W,0,0,39,38,,,,,,,,,,,34,39,,,,,,,,,,,,,,,,,,,33.0,28.0,112,115,-3,3,0,0
0025600002,21956,1956-10-27,1610612755,1610612744,SYR,PHW,Syracuse Nationals,Philadelphia Warriors,SYR vs. PHW,PHW @ SYR,W,L,0,0,46,38,,,,,,,,,,,17,27,,,,,,,,,,,,,,,,,,,27.0,23.0,109,103,6,-6,0,0
0025600003,21956,1956-10-27,1610612765,1610612758,FTW,ROC,Ft. Wayne Zollner Pistons,Rochester Royals,FTW @ ROC,ROC vs. FTW,L,W,0,0,28,33,,,,,,,,,,,29,22,,,,,,,,,,,,,,,,,,,12.0,13.0,85,88,-3,3,0,0
0025600004,21956,1956-10-27,1610612747,1610612737,MNL,STL,Minneapolis Lakers,St. Louis Hawks,MNL @ STL,STL vs. MNL,L,W,0,0,24,37,,,,,,,,,,,27,23,,,,,,,,,,,,,,,,,,,25.0,25.0,75,97,-22,22,0,0
0025600005,21956,1956-10-28,1610612765,1610612747,FTW,MNL,Ft. Wayne Zollner Pistons,Minneapolis Lakers,FTW vs. MNL,MNL @ FTW,W,L,0,0,32,29,,,,,,,,,,,30,30,39.0,40.0,0.769,0.75,,,,,,,,,,,,,,,28.0,26.0,94,88,6,-6,0,0
0025600006,21956,1956-10-28,1610612755,1610612758,SYR,ROC,Syracuse Nationals,Rochester Royals,SYR vs. ROC,ROC @ SYR,W,L,0,0,28,24,,,,,,,,,,,35,27,52.0,40.0,0.673,0.675,,,,,,,,,,,,,,,30.0,31.0,91,75,16,-16,0,0
0025600007,21956,1956-11-01,1610612758,1610612747,ROC,MNL,Rochester Royals,Minneapolis Lakers,ROC @ MNL,MNL vs. ROC,L,W,0,0,28,35,,,,,,,,,,,32,27,42.0,31.0,0.762,0.871,,,,,,,,,,,,,,,22.0,30.0,88,97,-9,9,0,0
0025600008,21956,1956-11-03,1610612752,1610612738,NYK,BOS,New York Knicks,Boston Celtics,NYK @ BOS,BOS vs. NYK,W,L,0,0,33,36,,,,,,,,,,,47,35,,,,,,,,,,,,,,,,,,,23.0,35.0,113,107,6,-6,0,0
0025600009,21956,1956-11-03,1610612758,1610612747,ROC,MNL,Rochester Royals,Minneapolis Lakers,ROC vs. MNL,MNL @ ROC,L,W,0,0,26,32,,,,,,,,,,,33,31,,,,,,,,,,,,,,,,,,,23.0,29.0,85,95,-10,10,0,0
0025600010,21956,1956-11-03,1610612744,1610612765,PHW,FTW,Philadelphia Warriors,Ft. Wayne Zollner Pistons,PHW vs. FTW,FTW @ PHW,W,L,0,0,46,25,,,,,,,,,,,24,31,,,,,,,,,,,,,,,,,,,28.0,24.0,116,81,35,-35,0,0
0025600011,21956,1956-11-03,1610612737,1610612755,STL,SYR,St. Louis Hawks,Syracuse Nationals,STL @ SYR,SYR vs. STL,L,W,0,0,28,29,,,,,,,,,,,17,17,,,,,,,,,,,,,,,,,,,16.0,22.0,73,75,-2,2,0,0
0025600012,21956,1956-11-04,1610612747,1610612758,MNL,ROC,Minneapolis Lakers,Rochester Royals,MNL vs. ROC,ROC @ MNL,W,L,0,0,32,29,,,,,,,,,,,24,29,35.0,42.0,0.686,0.69,,,,,,,,,,,,,,,27.0,26.0,88,87,1,-1,0,0
0025600013,21956,1956-11-04,1610612765,1610612752,FTW,NYK,Ft. Wayne Zollner Pistons,New York Knicks,FTW vs. NYK,NYK @ FTW,L,W,0,0,25,30,,,,,,,,,,,33,36,45.0,47.0,0.733,0.766,,,,,,,,,,,,,,,28.0,29.0,83,96,-13,13,0,0
0025600014,21956,1956-11-04,1610612737,1610612755,STL,SYR,St. Louis Hawks,Syracuse Nationals,STL @ SYR,SYR vs. STL,W,L,0,0,28,25,,,,,,,,,,,22,26,35.0,31.0,0.629,0.839,,,,,,,,,,,,,,,24.0,26.0,78,76,2,-2,0,0
0025600015,21956,1956-11-07,1610612737,1610612752,STL,NYK,St. Louis Hawks,New York Knicks,STL vs. NYK,NYK @ STL,W,L,240,240,40,32,85.0,87.0,0.471,0.368,,,,,,,27,37,44.0,51.0,0.614,0.725,,,,,59.0,35.0,,,,,,,,,34.0,28.0,107,101,6,-6,0,0
