GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0027200001,21972,1973-03-04,1610612764,1610612752,BLT,NYK,Baltimore Bullets,New York Knicks,BLT vs. NYK,NYK @ BLT,W,L,240,240,41,43,,,,,,,,,,,24,11,28,16,0.857,0.688,,,,,,,,,,,,,,,18.0,25.0,106,97,9,-9,0,0
0027200002,21972,1972-10-10,1610612746,1610612737,BUF,ATL,Buffalo Braves,Atlanta Hawks,BUF vs. ATL,ATL @ BUF,L,W,240,240,46,47,,,,,,,,,,,17,26,23,37,0.739,0.703,,,,,,,,,,,,,,,28.0,22.0,109,120,-11,11,0,0
0027200003,21972,1972-10-10,1610612755,1610612741,PHL,CHI,Philadelphia 76ers,Chicago Bulls,PHL @ CHI,CHI vs. PHL,L,W,240,240,32,40,,,,,,,,,,,25,15,40,16,0.625,0.938,,,,,,,,,,,,,,,7.0,34.0,89,95,-6,6,0,0
0027200004,21972,1972-10-10,1610612760,1610612752,SEA,NYK,Seattle SuperSonics,New York Knicks,SEA @ NYK,NYK vs. SEA,L,W,240,240,40,50,,,,,,,,,,,9,13,14,19,0.643,0.684,,,,,,,,,,,,,,,20.0,18.0,89,113,-24,24,0,0
0027200005,21972,1972-10-11,1610612765,1610612738,DET,BOS,Detroit Pistons,Boston Celtics,DET vs. BOS,BOS @ DET,L,W,240,240,45,56,,,,,,,,,,,18,9,22,14,0.818,0.643,,,,,,,,,,,,,,,18.0,19.0,108,121,-13,13,0,0
0027200006,21972,1972-10-11,1610612760,1610612755,SEA,PHL,Seattle SuperSonics,Philadelphia 76ers,SEA @ PHL,PHL vs. SEA,W,L,240,240,41,38,,,,,,,,,,,23,24,29,31,0.793,0.774,,,,,,,,,,,,,,,26.0,26.0,105,100,5,-5,0,0
0027200007,21972,1972-10-11,1610612747,1610612758,LAL,KCK,Los Angeles Lakers,Kansas City-Omaha Kings,LAL @ KCK,KCK vs. LAL,W,L,240,240,49,39,,,,,,,,,,,31,16,48,23,0.646,0.696,,,,,,,,,,,,,,,29.0,37.0,129,94,35,-35,0,0
0027200008,21972,1972-10-13,1610612749,1610612756,MIL,PHX,Milwaukee Bucks,Phoenix Suns,MIL @ PHX,PHX vs. MIL,W,L,240,240,50,43,,,,,,,,,,,17,19,29,27,0.586,0.704,,,,,,,,,,,,,,,29.0,27.0,117,105,12,-12,0,0
0027200009,21972,1972-10-13,1610612738,1610612747,BOS,LAL,Boston Celtics,Los Angeles Lakers,BOS vs. LAL,LAL @ BOS,W,L,240,240,49,44,,,,,,,,,,,14,16,19,25,0.737,0.64,,,,,,,,,,,,,,,22.0,18.0,112,104,8,-8,0,0
0027200010,21972,1972-10-13,1610612746,1610612755,BUF,PHL,Buffalo Braves,Philadelphia 76ers,BUF @ PHL,PHL vs. BUF,W,L,240,240,44,40,,,,,,,,,,,16,21,23,31,0.696,0.677,,,,,,,,,,,,,,,26.0,27.0,104,101,3,-3,0,0
