GAME_ID,SEASON_ID,GAME_DATE,TEAM_ID_1,TEAM_ID_2,TEAM_ABBREVIATION_1,TEAM_ABBREVIATION_2,TEAM_NAME_1,TEAM_NAME_2,MATCHUP_1,MATCHUP_2,WL_1,WL_2,MIN_1,MIN_2,FGM_1,FGM_2,FGA_1,FGA_2,FG_PCT_1,FG_PCT_2,FG3M_1,FG3M_2,FG3A_1,FG3A_2,FG3_PCT_1,FG3_PCT_2,FTM_1,FTM_2,FTA_1,FTA_2,FT_PCT_1,FT_PCT_2,OREB_1,OREB_2,DREB_1,DREB_2,REB_1,REB_2,AST_1,AST_2,STL_1,STL_2,BLK_1,BLK_2,TOV_1,TOV_2,PF_1,PF_2,PTS_1,PTS_2,PLUS_MINUS_1,PLUS_MINUS_2,VIDEO_AVAILABLE_1,VIDEO_AVAILABLE_2
0025200001,21952,1953-02-07,1610612758,1610612747,ROC,MNL,Rochester Royals,Minneapolis Lakers,ROC vs. MNL,MNL @ ROC,W,L,0,0,31,23,,,,,,,,,,,25.0,26.0,,,,,,,,,,,,,,,,,,,23.0,26.0,87,72,15,-15,0,0
0025200002,21952,1952-12-04,1610612747,1610612752,MNL,NYK,Minneapolis Lakers,New York Knicks,MNL @ NYK,NYK vs. MNL,W,L,0,0,30,23,,,,,,,,,,,21.0,25.0,,,,,,,,,,,,,,,,,,,27.0,32.0,81,71,10,-10,0,0
0025200003,21952,1952-11-16,1610612758,1610612738,ROC,BOS,Rochester Royals,Boston Celtics,ROC @ BOS,BOS vs. ROC,L,W,0,0,31,31,,,,,,,,,,,25.0,34.0,,,,,,,,,,,,,,,,,,,36.0,26.0,87,96,-9,9,0,0
0025200004,21952,1952-11-08,1610612747,1610612744,MNL,PHW,Minneapolis Lakers,Philadelphia Warriors,MNL @ PHW,PHW vs. MNL,W,L,0,0,38,27,,,,,,,,,,,17.0,17.0,,,,,,,,,,,,,,,,,,,16.0,20.0,93,71,22,-22,0,0
0025200005,21952,1953-01-01,1610612755,1610612765,SYR,FTW,Syracuse Nationals,Ft. Wayne Zollner Pistons,SYR vs. FTW,FTW @ SYR,W,L,0,0,30,25,,,,,,,,,,,32.0,28.0,52.0,42.0,0.615,0.667,,,,,,,,,,,,,,,,,92,78,14,-14,0,0
0025200006,21952,1953-02-24,1610612752,1610612747,NYK,MNL,New York Knicks,Minneapolis Lakers,NYK vs. MNL,MNL @ NYK,W,L,0,0,26,25,,,,,,,,,,,27.0,13.0,,,,,,,,,,,,,,,,,,,22.0,36.0,79,63,16,-16,0,0
0025200007,21952,1952-10-31,1610612738,1610610030,BOS,INO,Boston Celtics,Indianapolis Olympians,BOS @ INO,INO vs. BOS,W,L,0,0,27,24,,,,,,,,,,,29.0,20.0,36.0,28.0,0.806,0.714,,,,,,,,,,,,,,,,,83,68,15,-15,0,0
0025200008,21952,1952-11-01,1610612747,1610612738,MNL,BOS,Minneapolis Lakers,Boston Celtics,MNL vs. BOS,BOS @ MNL,W,L,0,0,33,30,70.0,74.0,0.471,0.405,,,,,,,28.0,31.0,,,,,,,,,,,,,,,,,,,40.0,34.0,94,91,3,-3,0,0
0025200009,21952,1952-11-01,1610612755,1610612744,SYR,PHW,Syracuse Nationals,Philadelphia Warriors,SYR @ PHW,PHW vs. SYR,L,W,0,0,33,30,,,,,,,,,,,18.0,26.0,,,,,,,,,,,,,,,,,,,30.0,22.0,84,86,-2,2,0,0
0025200010,21952,1952-11-01,1610612765,1610612758,FTW,ROC,Ft. Wayne Zollner Pistons,Rochester Royals,FTW @ ROC,ROC vs. FTW,L,W,0,0,26,28,,,,,,,,,,,30.0,38.0,,,,,,,,,,,,,,,,,,,41.0,30.0,82,94,-12,12,0,0
