SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
21962,1610612764,CHZ,Chicago Zephyrs,0026200001,1962-10-16,CHZ @ NYK,L,0,47,,,,,,25,,,,,,,,,,27.0,119,-2,0
21962,1610612752,NYK,New York Knicks,0026200001,1962-10-16,NYK vs. CHZ,W,0,48,,,,,,25,,,,,,,,,,27.0,121,2,0
21962,1610612765,DET,Detroit Pistons,0026200002,1962-10-16,DET @ LAL,L,0,43,,,,,,20,,,,,,,,,,29.0,106,-16,0
21962,1610612747,LAL,Los Angeles Lakers,0026200002,1962-10-16,LAL vs. DET,W,0,48,,,,,,26,,,,,,,,,,22.0,122,16,0
21962,1610612747,LAL,Los Angeles Lakers,0026200003,1962-10-19,LAL @ NYK,L,0,40,,,,,,25,,,,,,,,,,16.0,105,-11,0
21962,1610612752,NYK,New York Knicks,0026200003,1962-10-19,NYK vs. LAL,W,0,50,,,,,,16,,,,,,,,,,28.0,116,11,0
21962,1610612738,BOS,Boston Celtics,0026200004,1962-10-20,BOS vs. NYK,W,0,63,,,,,,23,,,,,,,,,,,149,33,0
21962,1610612752,NYK,New York Knicks,0026200004,1962-10-20,NYK @ BOS,L,0,45,,,,,,26,,,,,,,,,,,116,-33,0
21962,1610612747,LAL,Los Angeles Lakers,0026200007,1962-10-20,LAL @ SYR,L,0,37,,,,,,28,,,,,,,,,,27.0,102,-6,0
21962,1610612755,SYR,Syracuse Nationals,0026200007,1962-10-20,SYR vs. LAL,W,0,43,,,,,,22,,,,,,,,,,27.0,108,6,0
21962,1610612737,STL,St. Louis Hawks,0026200005,1962-10-20,STL vs. DET,W,0,43,,,,,,34,,,,,,,,,,27.0,120,9,0
21962,1610612765,DET,Detroit Pistons,0026200005,1962-10-20,DET @ STL,L,0,39,,,,,,33,,,,,,,,,,31.0,111,-9,0
21962,1610612764,CHZ,Chicago Zephyrs,0026200006,1962-10-20,CHZ vs. CIN,W,0,45,,,,,,23,,,,,,,,,,27.0,113,4,0
21962,1610612758,CIN,Cincinnati Royals,0026200006,1962-10-20,CIN @ CHZ,L,0,40,,,,,,29,,,,,,,,,,32.0,109,-4,0
21962,1610612752,NYK,New York Knicks,0026200008,1962-10-23,NYK vs. SYR,L,0,48,,,,,,23,,,,,,,,,,31.0,119,-4,0
21962,1610612755,SYR,Syracuse Nationals,0026200008,1962-10-23,SYR @ NYK,W,0,44,,,,,,35,,,,,,,,,,27.0,123,4,0
21962,1610612744,SFW,San Francisco Warriors,0026200010,1962-10-23,SFW vs. DET,W,0,60,,,,,,20,,,,,,,,,,,140,27,0
21962,1610612765,DET,Detroit Pistons,0026200010,1962-10-23,DET @ SFW,L,0,49,,,,,,15,,,,,,,,,,,113,-27,0
21962,1610612737,STL,St. Louis Hawks,0026200011,1962-10-23,STL vs. CHZ,W,0,37,,,,,,36,,,,,,,,,,35.0,110,1,0
21962,1610612764,CHZ,Chicago Zephyrs,0026200011,1962-10-23,CHZ @ STL,L,0,36,,,,,,37,,,,,,,,,,33.0,109,-1,0
21962,1610612747,LAL,Los Angeles Lakers,0026200009,1962-10-23,LAL @ CIN,L,0,47,,,,,,21,,,,,,,,,,21.0,115,-1,0
21962,1610612758,CIN,Cincinnati Royals,0026200009,1962-10-23,CIN vs. LAL,W,0,47,,,,,,22,,,,,,,,,,22.0,116,1,0
21962,1610612758,CIN,Cincinnati Royals,0026200012,1962-10-24,CIN @ STL,L,0,46,,,,,,22,,,,,,,,,,30.0,114,-7,0
21962,1610612737,STL,St. Louis Hawks,0026200012,1962-10-24,STL vs. CIN,W,0,43,,,,,,35,,,,,,,,,,25.0,121,7,0
21962,1610612764,CHZ,Chicago Zephyrs,0026200013,1962-10-24,CHZ vs. LAL,W,0,49,,,,,,20,,,,,,,,,,28.0,118,11,0
21962,1610612747,LAL,Los Angeles Lakers,0026200013,1962-10-24,LAL @ CHZ,L,0,33,,,,,,41,,,,,,,,,,25.0,107,-11,0
21962,1610612738,BOS,Boston Celtics,0026200016,1962-10-26,BOS @ NYK,W,0,52,,,,,,29,,,,,,,,,,31.0,133,25,0
21962,1610612752,NYK,New York Knicks,0026200016,1962-10-26,NYK vs. BOS,L,0,39,,,,,,30,,,,,,,,,,29.0,108,-25,0
21962,1610612737,STL,St. Louis Hawks,0026200017,1962-10-26,STL @ CIN,L,0,39,,,,,,24,,,,,,,,,,30.0,102,-16,0
21962,1610612758,CIN,Cincinnati Royals,0026200017,1962-10-26,CIN vs. STL,W,0,43,,,,,,32,,,,,,,,,,29.0,118,16,0
21962,1610612765,DET,Detroit Pistons,0026200014,1962-10-26,DET @ SFW,L,0,54,,,,,,23,,,,,,,,,,31.0,131,-1,0
21962,1610612744,SFW,San Francisco Warriors,0026200014,1962-10-26,SFW vs. DET,W,0,53,,,,,,26,,,,,,,,,,25.0,132,1,0
21962,1610612764,CHZ,Chicago Zephyrs,0026200015,1962-10-26,CHZ @ SYR,L,0,41,,,,,,30,,,,,,,,,,30.0,112,-18,0
21962,1610612755,SYR,Syracuse Nationals,0026200015,1962-10-26,SYR vs. CHZ,W,0,51,,,,,,28,,,,,,,,,,31.0,130,18,0
21962,1610612738,BOS,Boston Celtics,0026200021,1962-10-27,BOS vs. SYR,W,0,41,,,,,,34,,,,,,,,,,30.0,118,20,0
21962,1610612755,SYR,Syracuse Nationals,0026200021,1962-10-27,SYR @ BOS,L,0,36,,,,,,26,,,,,,,,,,30.0,98,-20,0
21962,1610612747,LAL,Los Angeles Lakers,0026200019,1962-10-27,LAL vs. DET,W,0,56,,,,,,22,,,,,,,,,,16.0,134,16,0
21962,1610612765,DET,Detroit Pistons,0026200019,1962-10-27,DET @ LAL,L,0,52,,,,,,14,,,,,,,,,,20.0,118,-16,0
21962,1610612752,NYK,New York Knicks,0026200020,1962-10-27,NYK @ STL,L,0,38,,,,,,33,,,,,,,,,,25.0,109,-6,0
21962,1610612737,STL,St. Louis Hawks,0026200020,1962-10-27,STL vs. NYK,W,0,48,,,,,,19,,,,,,,,,,31.0,115,6,0
21962,1610612764,CHZ,Chicago Zephyrs,0026200018,1962-10-27,CHZ vs. SFW,L,0,52,,,,,,22,,,,,,,,,,29.0,126,-3,0
21962,1610612744,SFW,San Francisco Warriors,0026200018,1962-10-27,SFW @ CHZ,W,0,53,,,,,,23,,,,,,,,,,23.0,129,3,0
21962,1610612744,SFW,San Francisco Warriors,0026200022,1962-10-28,SFW @ CIN,L,0,55,,,,,,20,,,,,,,,,,22.0,130,-1,0
21962,1610612758,CIN,Cincinnati Royals,0026200022,1962-10-28,CIN vs. SFW,W,0,55,,,,,,21,,,,,,,,,,24.0,131,1,0
21962,1610612738,BOS,Boston Celtics,0026200024,1962-10-30,BOS @ STL,L,0,41,,,,,,15,,,,,,,,,,28.0,97,-1,0
21962,1610612737,STL,St. Louis Hawks,0026200024,1962-10-30,STL vs. BOS,W,0,33,,,,,,32,,,,,,,,,,21.0,98,1,0
21962,1610612744,SFW,San Francisco Warriors,0026200023,1962-10-30,SFW vs. NYK,W,0,52,,,,,,21,,,,,,,,,,21.0,125,19,0
21962,1610612752,NYK,New York Knicks,0026200023,1962-10-30,NYK @ SFW,L,0,43,,,,,,20,,,,,,,,,,22.0,106,-19,0
21962,1610612755,SYR,Syracuse Nationals,0026200025,1962-10-31,SYR vs. STL,W,0,46,,,,,,34,,,,,,,,,,28.0,126,18,0
21962,1610612737,STL,St. Louis Hawks,0026200025,1962-10-31,STL @ SYR,L,0,39,,,,,,30,,,,,,,,,,33.0,108,-18,0
21962,1610612747,LAL,Los Angeles Lakers,0026200027,1962-10-31,LAL vs. NYK,W,0,47,,,,,,21,,,,,,,,,,22.0,115,20,0
21962,1610612752,NYK,New York Knicks,0026200027,1962-10-31,NYK @ LAL,L,0,41,,,,,,13,,,,,,,,,,18.0,95,-20,0
21962,1610612738,BOS,Boston Celtics,0026200026,1962-10-31,BOS @ DET,W,0,48,,,,,,19,,,,,,,,,,26.0,115,15,0
21962,1610612765,DET,Detroit Pistons,0026200026,1962-10-31,DET vs. BOS,L,0,38,,,,,,24,,,,,,,,,,19.0,100,-15,0
