SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
21961,1610612744,PHW,Philadelphia Warriors,0026100002,1961-10-19,PHW @ LAL,L,0,45.0,,,,,,23.0,,,,,,,,,,29.0,113,-5,0
21961,1610612747,LAL,Los Angeles Lakers,0026100002,1961-10-19,LAL vs. PHW,W,0,42.0,,,,,,34.0,,,,,,,,,,27.0,118,5,0
21961,1610612764,CHP,Chicago Packers,0026100003,1961-10-19,CHP @ NYK,L,0,34.0,,,,,,35.0,,,,,,,,,,26.0,103,-17,0
21961,1610612752,NYK,New York Knicks,0026100003,1961-10-19,NYK vs. CHP,W,0,51.0,,,,,,18.0,,,,,,,,,,35.0,120,17,0
21961,1610612744,PHW,Philadelphia Warriors,0026100004,1961-10-20,PHW vs. LAL,W,0,47.0,,,,,,28.0,,,,,,,,,,30.0,122,7,0
21961,1610612747,LAL,Los Angeles Lakers,0026100004,1961-10-20,LAL @ PHW,L,0,44.0,,,,,,27.0,,,,,,,,,,29.0,115,-7,0
21961,1610612765,DET,Detroit Pistons,0026100007,1961-10-21,DET @ BOS,L,0,38.0,,,,,,26.0,41.0,0.634,,,,,,,,,102,-35,0
21961,1610612738,BOS,Boston Celtics,0026100007,1961-10-21,BOS vs. DET,W,0,55.0,,,,,,27.0,37.0,0.73,,,,,,,,,137,35,0
21961,1610612744,PHW,Philadelphia Warriors,0026100008,1961-10-21,PHW vs. NYK,W,0,54.0,,,,,,24.0,,,,,,,,,,14.0,132,37,0
21961,1610612752,NYK,New York Knicks,0026100008,1961-10-21,NYK @ PHW,L,0,41.0,,,,,,13.0,,,,,,,,,,22.0,95,-37,0
21961,1610612737,STL,St. Louis Hawks,0026100005,1961-10-21,STL vs. CIN,L,240,50.0,115.0,0.435,0.0,0.0,,29.0,33.0,0.879,,,67.0,,,,,36.0,129,-9,0
21961,1610612758,CIN,Cincinnati Royals,0026100005,1961-10-21,CIN @ STL,W,240,48.0,114.0,0.421,0.0,0.0,,42.0,56.0,0.75,,,58.0,,,,,27.0,138,9,0
21961,1610612755,SYR,Syracuse Nationals,0026100006,1961-10-21,SYR vs. CHP,W,0,47.0,,,,,,29.0,,,,,,,,,,46.0,123,20,0
21961,1610612764,CHP,Chicago Packers,0026100006,1961-10-21,CHP @ SYR,L,0,31.0,,,,,,41.0,,,,,,,,,,29.0,103,-20,0
21961,1610612758,CIN,Cincinnati Royals,0026100009,1961-10-24,CIN @ LAL,L,0,46.0,,,,,,30.0,49.0,0.612,,,,,,,,27.0,122,-2,0
21961,1610612747,LAL,Los Angeles Lakers,0026100009,1961-10-24,LAL vs. CIN,W,0,47.0,,,,,,30.0,41.0,0.732,,,,,,,,28.0,124,2,0
21961,1610612752,NYK,New York Knicks,0026100010,1961-10-24,NYK vs. STL,W,240,42.0,101.0,0.416,,,,38.0,39.0,0.974,,,66.0,,,,,32.0,112,2,0
21961,1610612737,STL,St. Louis Hawks,0026100010,1961-10-24,STL @ NYK,L,240,36.0,84.0,0.429,,,,38.0,46.0,0.826,,,63.0,,,,,26.0,110,-2,0
21961,1610612747,LAL,Los Angeles Lakers,0026100011,1961-10-25,LAL @ DET,W,0,43.0,,,,,,34.0,43.0,0.791,,,,,,,,,120,4,0
21961,1610612765,DET,Detroit Pistons,0026100011,1961-10-25,DET vs. LAL,L,0,41.0,,,,,,34.0,44.0,0.773,,,,,,,,,116,-4,0
21961,1610612752,NYK,New York Knicks,0026100012,1961-10-26,NYK vs. CIN,W,0,49.0,,,,,,22.0,,,,,,,,,,,120,3,0
21961,1610612758,CIN,Cincinnati Royals,0026100012,1961-10-26,CIN @ NYK,L,0,46.0,,,,,,25.0,,,,,,,,,,,117,-3,0
21961,1610612737,STL,St. Louis Hawks,0026100013,1961-10-26,STL @ SYR,W,247,37.0,118.0,0.314,,,,36.0,51.0,0.706,,,92.0,,,,,27.0,110,3,0
21961,1610612755,SYR,Syracuse Nationals,0026100013,1961-10-26,SYR vs. STL,L,240,40.0,116.0,0.345,,,,27.0,35.0,0.771,,,76.0,,,,,35.0,107,-3,0
21961,1610612764,CHP,Chicago Packers,0026100016,1961-10-27,CHP vs. STL,W,0,44.0,,,,,,29.0,35.0,0.829,,,,,,,,27.0,117,11,0
21961,1610612737,STL,St. Louis Hawks,0026100016,1961-10-27,STL @ CHP,L,0,40.0,,,,,,26.0,41.0,0.634,,,,,,,,24.0,106,-11,0
21961,1610612765,DET,Detroit Pistons,0026100015,1961-10-27,DET @ LAL,L,0,41.0,,,,,,36.0,,,,,,,,,,,118,-10,0
21961,1610612747,LAL,Los Angeles Lakers,0026100015,1961-10-27,LAL vs. DET,W,0,48.0,,,,,,32.0,,,,,,,,,,,128,10,0
21961,1610612755,SYR,Syracuse Nationals,0026100014,1961-10-27,SYR @ PHW,W,0,42.0,,,,,,42.0,,,,,,,,,,,126,4,0
21961,1610612744,PHW,Philadelphia Warriors,0026100014,1961-10-27,PHW vs. SYR,L,0,45.0,,,,,,32.0,,,,,,,,,,,122,-4,0
21961,1610612752,NYK,New York Knicks,0026100019,1961-10-28,NYK @ BOS,L,0,44.0,,,,,,14.0,25.0,0.56,,,,,,,,,102,-30,0
21961,1610612738,BOS,Boston Celtics,0026100019,1961-10-28,BOS vs. NYK,W,0,56.0,,,,,,20.0,32.0,0.625,,,,,,,,,132,30,0
21961,1610612747,LAL,Los Angeles Lakers,0026100017,1961-10-28,LAL vs. DET,W,0,51.0,,,,,,33.0,43.0,0.767,,,,,,,,,135,9,0
21961,1610612765,DET,Detroit Pistons,0026100017,1961-10-28,DET @ LAL,L,0,48.0,,,,,,30.0,49.0,0.612,,,,,,,,,126,-9,0
21961,1610612744,PHW,Philadelphia Warriors,0026100018,1961-10-28,PHW @ SYR,W,0,39.0,,,,,,41.0,55.0,0.745,,,,,,,,,119,4,0
21961,1610612755,SYR,Syracuse Nationals,0026100018,1961-10-28,SYR vs. PHW,L,0,44.0,,,,,,27.0,37.0,0.73,,,,,,,,,115,-4,0
21961,1610612737,STL,St. Louis Hawks,0026100020,1961-10-28,STL vs. CHP,W,240,50.0,123.0,0.407,,,,22.0,34.0,0.647,,,82.0,,,,,30.0,122,27,0
21961,1610612764,CHP,Chicago Packers,0026100020,1961-10-28,CHP @ STL,L,240,34.0,110.0,0.309,,,,27.0,37.0,0.73,,,67.0,,,,,23.0,95,-27,0
